Time (s);Latitude (°);Longitude (°);Height (m);Horizontal Accuracy (m)
534;53.46893674;9.72841166;4.979015667;6.000906205
535;53.46895613;9.728417824;4.990551027;6.000906205
536;53.46896655;9.728416211;5.003665927;6.000906205
537;53.4689895;9.728410758;5.026593018;6.000906205
538;53.46901868;9.728418281;5.080033951;6.000906205
539;53.46903221;9.728428215;5.113750237;6.000906205
540;53.46905087;9.728454002;5.118563821;6.000906205
541;53.46906019;9.728477789;5.103602522;6.000906205
542;53.46907106;9.728508385;5.079385292;6.000906205
543;53.4690753;9.728536392;5.052343894;6.000906205
544;53.46906708;9.728554815;5.016684203;6.000906205
545;53.46906332;9.728574345;4.957366052;6.000906205
546;53.46906195;9.728594454;4.93802405;6.000906205
547;53.46906499;9.72860873;4.931647254;6.000906205
548;53.46907005;9.728634109;4.940849204;6.000906205
549;53.46907496;9.728663962;4.958145895;6.000906205
550;53.46908309;9.728673869;4.975788573;6.000906205
551;53.46908744;9.728686671;5.003913162;6.000906205
552;53.46908767;9.728704238;5.020812154;6.000906205
553;53.46908316;9.728724118;5.023247063;6.000906205
554;53.46907987;9.728749919;5.008871871;6.000906205
555;53.46907532;9.728774209;4.99678448;6.000906205
556;53.46907314;9.728795217;4.980826596;6.000906205
557;53.46906691;9.728815383;4.972172091;6.000906205
558;53.46906388;9.728835118;4.951126129;6.000906205
559;53.46906814;9.72885755;4.93647652;6.000906205
560;53.46907462;9.728892802;4.913471489;6.000906205
561;53.46907629;9.728908349;4.872217587;6.000906205
562;53.46908254;9.728930524;4.846428531;6.000906205
563;53.46908768;9.728948816;4.820040192;6.000906205
564;53.46909705;9.728955709;4.795298239;6.000906205
565;53.46909801;9.728976704;4.797407403;6.000906205
566;53.46910499;9.728998242;4.759018542;6.000906205
567;53.46910971;9.729021443;4.723010314;6.000906205
568;53.46911672;9.72904019;4.677881171;6.000906205
569;53.46912525;9.729048545;4.640601533;6.000906205
570;53.46913795;9.729058194;4.625231494;6.000906205
571;53.46914862;9.729085183;4.609934114;6.000906205
572;53.46915983;9.729104097;4.547217395;6.000906205
573;53.46916914;9.729117624;4.494367125;6.000906205
574;53.46917692;9.729130107;4.470552969;6.000906205
575;53.46918745;9.729139726;4.468171554;6.000906205
576;53.46919628;9.729153394;4.467933412;6.000906205
577;53.46920381;9.729168774;4.467909598;6.000906205
578;53.46921447;9.729198498;4.467907217;6.000906205
579;53.46923329;9.729239459;4.478800609;6.000906205
580;53.46925042;9.729273088;4.54084347;6.000906205
581;53.46926404;9.729311056;4.602559613;6.000906205
582;53.46928132;9.729340983;4.652861934;6.000906205
583;53.46929047;9.7293569;4.713884674;6.000906205
584;53.46930301;9.729378003;4.749626001;6.000906205
585;53.4693135;9.729395888;4.793825515;6.000906205
586;53.46932181;9.729412013;4.832251585;6.000906205
587;53.46933628;9.729420044;4.863000397;6.000906205
588;53.46935248;9.729434805;4.912949133;6.000906205
589;53.46936417;9.729443912;4.970451789;6.000906205
590;53.46938085;9.729469106;5.014073987;6.000906205
591;53.46939507;9.72949825;5.072475209;6.000906205
592;53.46940386;9.729519791;5.124402977;6.000906205
593;53.4694151;9.729536309;5.158053777;6.000906205
594;53.4694264;9.729560039;5.197855701;6.000906205
595;53.46943255;9.729584355;5.238434099;6.000906205
596;53.46944133;9.729606862;5.262418392;6.000906205
597;53.46944671;9.729643004;5.293261111;6.000906205
598;53.46945568;9.729680509;5.313789612;6.000906205
599;53.46947242;9.729706217;4.730950952;6.000906205
600;53.46948893;9.72972141;4.672667086;6.000906205
601;53.46950005;9.729733204;4.6668387;6.000906205
602;53.46950361;9.729750036;4.666255861;6.000906205
603;53.4695079;9.729768488;4.666197577;6.000906205
604;53.46951565;9.729798626;4.666191749;6.000906205
605;53.4695243;9.729806067;4.666191166;6.000906205
606;53.4695388;9.729819898;4.666191108;6.000906205
607;53.46955327;9.729829496;4.666191102;6.000906205
608;53.46956388;9.729835405;4.666191101;6.000906205
609;53.46957819;9.729842553;4.666191101;6.000906205
610;53.46959103;9.729852589;4.666191101;6.000906205
611;53.46960613;9.729862018;4.666191101;6.000906205
612;53.46961712;9.729879373;4.666191101;6.000906205
613;53.46962809;9.729894059;4.666191101;6.000906205
614;53.46964;9.729911482;4.666191101;6.000906205
615;53.46964822;9.729925207;4.666191101;6.000906205
616;53.46965993;9.729932212;4.666191101;6.000906205
617;53.46967079;9.729939948;4.666191101;6.000906205
618;53.46968349;9.729943999;4.666191101;6.000906205
619;53.46969474;9.729955124;4.666191101;6.000906205
620;53.46970467;9.729966532;4.666191101;6.000906205
621;53.46971861;9.729969868;4.666191101;6.000906205
622;53.46973358;9.729983707;4.666191101;6.000906205
623;53.46974611;9.729994522;4.666191101;6.000906205
624;53.46975745;9.729999875;4.666191101;6.000906205
625;53.46976893;9.730000929;4.666191101;6.000906205
626;53.46978318;9.730008684;4.666191101;6.000906205
627;53.46979929;9.729999746;4.666191101;6.000906205
628;53.46981651;9.729994637;4.666191101;6.000906205
629;53.46983458;9.729988906;4.666191101;6.000906205
630;53.46984559;9.729993699;4.666191101;6.000906205
631;53.46985849;9.729985785;4.666191101;6.000906205
632;53.46986851;9.729972143;4.666191101;6.000906205
633;53.46987886;9.72995725;4.666191101;6.000906205
634;53.46988966;9.729940461;4.666191101;6.000906205
635;53.46990498;9.729927556;4.666191101;6.000906205
636;53.46991747;9.72991162;4.666191101;6.000906205
637;53.46993271;9.729886589;4.666191101;6.000906205
638;53.46994784;9.729867101;4.666191101;6.000906205
639;53.46995789;9.729850677;4.666191101;6.000906205
640;53.46996464;9.729833718;4.666191101;6.000906205
641;53.46997755;9.729808421;4.666191101;6.000906205
642;53.46998761;9.729792716;4.666191101;6.000906205
643;53.47000278;9.729768934;4.666191101;6.000906205
644;53.4700083;9.729752077;4.666191101;6.000906205
645;53.47000887;9.729735841;4.666191101;6.000906205
646;53.47001089;9.72971747;4.666191101;6.000906205
647;53.47001333;9.729695566;4.666191101;6.000906205
648;53.47001792;9.72967709;4.666191101;6.000906205
649;53.47002129;9.729645578;4.666191101;6.000906205
650;53.47002306;9.729616407;4.666191101;6.000906205
651;53.47002782;9.729593236;4.666191101;6.000906205
652;53.47002713;9.729583074;4.666191101;6.000906205
653;53.47003026;9.729569395;4.666191101;6.000906205
654;53.47003255;9.729558721;4.666191101;6.000906205
655;53.47003399;9.729552335;4.666191101;8.001208274
656;53.47003373;9.729547286;4.666191101;8.001208274
657;53.4700352;9.729540621;4.666191101;8.001208274
658;53.47003668;9.729533585;4.666191101;8.001208274
659;53.47003827;9.729523544;4.666191101;8.001208274
660;53.47004059;9.729516953;4.666191101;8.001208274
661;53.47004144;9.729511546;4.666191101;8.001208274
662;53.47004308;9.72949851;4.666191101;8.001208274
663;53.47004365;9.729487059;4.666191101;8.001208274
664;53.47004199;9.729482936;4.666191101;8.001208274
665;53.47003978;9.729470627;4.666191101;8.001208274
666;53.47003725;9.729460721;4.666191101;8.001208274
667;53.47003524;9.729450223;4.666191101;12.00181241
668;53.47003443;9.72943083;4.666191101;12.00181241
669;53.47004283;9.729392103;4.666191101;12.00181241
670;53.47004452;9.729371403;4.666191101;12.00181241
671;53.47004607;9.729364586;4.723065948;8.001208274
672;53.47005447;9.729353499;4.755429611;8.001208274
673;53.47006135;9.729339182;4.818132912;8.001208274
674;53.47007403;9.729338789;4.8874167;8.001208274
675;53.47008654;9.729334022;4.929216371;8.001208274
676;53.47009236;9.72931854;4.979707144;8.001208274
677;53.4701007;9.729301525;5.041411342;8.001208274
678;53.47011848;9.729264197;5.111724752;8.001208274
679;53.47013138;9.729237354;5.246939077;16.00241655
680;53.47014028;9.729185831;5.343256225;16.00241655
681;53.47014443;9.729142564;5.475327133;16.00241655
682;53.47015293;9.729123374;5.581880247;16.00241655
683;53.47015765;9.729098845;5.633548895;16.00241655
684;53.47016425;9.729066087;5.66292688;16.00241655
685;53.47017418;9.729042733;5.665864679;16.00241655
686;53.47018311;9.729016232;5.666158459;6.000906205
687;53.47019494;9.728991879;5.666187837;6.000906205
688;53.47020878;9.72896965;5.666190775;6.000906205
689;53.47022677;9.728937559;5.666191068;6.000906205
690;53.47024498;9.728910536;5.666191098;6.000906205
691;53.47025156;9.728892502;5.666191101;6.000906205
692;53.47026133;9.728871725;5.666191101;6.000906205
693;53.47027046;9.728856733;5.666191101;6.000906205
694;53.47027965;9.728825932;5.666191101;6.000906205
695;53.47028638;9.728805735;5.666191101;6.000906205
696;53.47029473;9.728788464;5.666191101;6.000906205
697;53.47030241;9.728765142;5.666191101;6.000906205
698;53.47031153;9.72873535;5.666191101;6.000906205
699;53.47032717;9.728714773;5.666191101;6.000906205
700;53.47033505;9.728695593;5.666191101;6.000906205
701;53.47034577;9.728677712;5.666191101;6.000906205
702;53.47035462;9.728667551;5.666191101;6.000906205
703;53.47035986;9.728653265;5.666191101;6.000906205
704;53.47036911;9.728636136;5.666191101;6.000906205
705;53.47037267;9.728612767;5.666191101;6.000906205
706;53.47038039;9.728600192;5.666191101;6.000906205
707;53.4703902;9.728586095;5.666191101;6.000906205
708;53.47040392;9.728572837;5.666191101;6.000906205
709;53.47041244;9.728561588;5.666191101;6.000906205
710;53.47041517;9.728552167;5.666191101;6.000906205
711;53.47043265;9.728538457;5.666191101;6.000906205
712;53.47044435;9.728529679;5.666191101;6.000906205
713;53.47046244;9.72851941;5.666191101;6.000906205
714;53.4704766;9.72850891;5.666191101;6.000906205
715;53.47048171;9.728492118;5.666191101;6.000906205
716;53.47048414;9.728466647;5.666191101;6.000906205
717;53.47049387;9.728444269;5.666191101;6.000906205
718;53.47050275;9.728431544;5.666191101;6.000906205
719;53.47051529;9.728422534;5.666191101;6.000906205
720;53.47052773;9.728395882;5.666191101;6.000906205
721;53.47053849;9.728383483;5.666191101;6.000906205
722;53.47054134;9.728376152;5.666191101;6.000906205
723;53.47055243;9.728371332;5.666191101;6.000906205
724;53.47056433;9.728366104;5.666191101;6.000906205
725;53.47057914;9.728355402;5.666191101;6.000906205
726;53.47059013;9.728354595;5.666191101;6.000906205
727;53.47059856;9.728346157;5.666191101;6.000906205
728;53.47060785;9.728325563;5.666191101;6.000906205
729;53.47061419;9.728310816;5.666191101;6.000906205
730;53.47062119;9.728291531;5.666191101;6.000906205
731;53.47063219;9.728280511;5.666191101;6.000906205
732;53.47064509;9.728258263;5.666191101;6.000906205
733;53.47066141;9.728236735;5.666191101;6.000906205
734;53.47067853;9.728228274;5.666191101;6.000906205
735;53.47068954;9.72822196;5.666191101;6.000906205
736;53.47069583;9.728211615;5.666191101;6.000906205
737;53.47071104;9.728206639;5.666191101;6.000906205
738;53.47072565;9.728184756;5.666191101;6.000906205
739;53.47073971;9.728169745;5.666191101;6.000906205
740;53.47075029;9.72815569;5.666191101;6.000906205
741;53.47076381;9.728132989;5.666191101;6.000906205
742;53.47077161;9.728110287;5.666191101;6.000906205
743;53.47078955;9.728083793;5.666191101;6.000906205
744;53.47080846;9.728065203;5.666191101;6.000906205
745;53.47081743;9.728052486;5.666191101;6.000906205
746;53.47082793;9.728045657;5.666191101;6.000906205
747;53.47084251;9.728030215;5.666191101;6.000906205
748;53.47085656;9.728016838;5.666191101;6.000906205
749;53.47086135;9.728000498;5.666191101;6.000906205
750;53.47086333;9.72799092;5.666191101;6.000906205
751;53.47087206;9.727984788;5.694079208;6.000906205
752;53.47088124;9.727989241;5.717254524;6.000906205
753;53.47089499;9.727977646;5.706158436;6.000906205
754;53.4709053;9.727960509;5.742615203;8.001208274
755;53.47091207;9.727958119;5.801786468;8.001208274
756;53.47091358;9.727944984;5.815448956;8.001208274
757;53.47092858;9.727933912;5.85937006;8.001208274
758;53.47093991;9.727913525;5.899632532;8.001208274
759;53.47095493;9.727900963;5.969714077;8.001208274
760;53.47096887;9.727889581;6.017426577;8.001208274
761;53.4709789;9.727884572;6.059074124;8.001208274
762;53.47099025;9.727872697;6.079467746;8.001208274
763;53.47099896;9.727859629;6.119979856;8.001208274
764;53.47100515;9.727847618;6.166373062;8.001208274
765;53.471011;9.727835348;6.209928017;8.001208274
766;53.47102066;9.727812081;6.254040287;8.001208274
767;53.47102988;9.727796542;6.333834891;8.001208274
768;53.47103806;9.727778908;6.3921592;8.001208274
769;53.4710462;9.72774299;6.455123971;8.001208274
770;53.47106071;9.727692001;6.577796561;8.001208274
771;53.47107504;9.727662619;6.657351647;8.001208274
772;53.47108777;9.72763695;6.665307156;8.001208274
773;53.47110317;9.727610862;6.666102707;8.001208274
774;53.47111733;9.727580307;6.666182262;8.001208274
775;53.47112777;9.727557356;6.666190217;8.001208274
776;53.47113814;9.727539447;6.666191013;8.001208274
777;53.4711506;9.727516545;6.666191092;8.001208274
778;53.47116383;9.72748111;6.6661911;8.001208274
779;53.4711742;9.727438899;6.666191101;8.001208274
780;53.47118137;9.727404455;6.666191101;8.001208274
781;53.47119312;9.727374152;6.666191101;8.001208274
782;53.47120299;9.727355285;6.666191101;8.001208274
783;53.47121229;9.727339455;6.666191101;8.001208274
784;53.47121994;9.727310103;6.666191101;8.001208274
785;53.47121212;9.727273887;6.666191101;8.001208274
786;53.47122162;9.72725573;6.666191101;8.001208274
787;53.4712345;9.727237311;6.666191101;8.001208274
788;53.47123708;9.727216361;6.666191101;8.001208274
789;53.47124305;9.727197138;6.666191101;8.001208274
790;53.47124883;9.727177765;6.666191101;8.001208274
791;53.47125211;9.727164761;6.666191101;8.001208274
792;53.47125625;9.727157668;6.666191101;8.001208274
793;53.47126007;9.727156314;6.666191101;8.001208274
794;53.47126594;9.727145163;6.666191101;8.001208274
795;53.47127244;9.727130843;6.666191101;8.001208274
796;53.47127971;9.727114007;6.666191101;8.001208274
797;53.47128436;9.727101469;6.666191101;8.001208274
798;53.47129109;9.727087662;6.666191101;8.001208274
799;53.4712946;9.727077737;6.666191101;8.001208274
800;53.47129669;9.72706852;6.666191101;8.001208274
801;53.47130465;9.727067447;6.666191101;8.001208274
802;53.47131131;9.727065922;6.666191101;8.001208274
803;53.47131285;9.727055954;6.666191101;8.001208274
804;53.47131492;9.727047615;6.666191101;8.001208274
805;53.47131578;9.727021491;6.666191101;6.000906205
806;53.47131074;9.726984033;6.666191101;6.000906205
807;53.4712973;9.726960863;6.666191101;6.000906205
808;53.47129465;9.726932047;6.666191101;6.000906205
809;53.47128113;9.726918686;6.666191101;6.000906205
810;53.47127559;9.726910562;6.666191101;6.000906205
811;53.47126177;9.72690808;6.666191101;6.000906205
812;53.47125263;9.726895804;6.666191101;6.000906205
813;53.47125338;9.72688932;6.666191101;6.000906205
814;53.47124736;9.726873333;6.666191101;6.000906205
815;53.47123984;9.726856735;6.666191101;6.000906205
816;53.47122494;9.726837947;6.666191101;6.000906205
817;53.47121264;9.726822966;6.666191101;6.000906205
818;53.4712007;9.72681616;6.666191101;6.000906205
819;53.47119224;9.726800938;6.666191101;6.000906205
820;53.47118711;9.726781382;6.666191101;6.000906205
821;53.47118305;9.726768971;6.666191101;6.000906205
822;53.47117964;9.726754311;6.666191101;6.000906205
823;53.47116964;9.726735146;6.666191101;6.000906205
824;53.4711616;9.726733095;6.666191101;6.000906205
825;53.47115255;9.726719558;6.666191101;6.000906205
826;53.47114017;9.726707191;6.666191101;6.000906205
827;53.47113806;9.726679988;6.666191101;6.000906205
828;53.47113231;9.726655261;6.666191101;6.000906205
829;53.47114499;9.726639041;6.666191101;6.000906205
830;53.47115951;9.726629664;6.666191101;6.000906205
831;53.47116114;9.726617101;6.666191101;6.000906205
832;53.47116961;9.726603064;6.666191101;6.000906205
833;53.47117239;9.726599478;6.666191101;6.000906205
834;53.47118582;9.726595397;6.666191101;6.000906205
835;53.47119264;9.726589456;6.666191101;6.000906205
836;53.47119937;9.726587506;6.666191101;6.000906205
837;53.47122791;9.726575985;6.666191101;6.000906205
838;53.47123601;9.726583504;6.666191101;6.000906205
839;53.47125383;9.726554234;6.666191101;6.000906205
840;53.47127851;9.726531498;6.666191101;6.000906205
841;53.47129695;9.726507221;6.666191101;6.000906205
842;53.47131321;9.726479351;6.666191101;6.000906205
843;53.47132886;9.726461184;6.666191101;6.000906205
844;53.47136064;9.726443471;6.666191101;6.000906205
845;53.47138227;9.726426738;6.666191101;8.001208274
846;53.47139594;9.726420972;6.666191101;8.001208274
847;53.47141872;9.726410724;6.666191101;8.001208274
848;53.47144854;9.726393836;6.666191101;8.001208274
849;53.47145435;9.726345299;6.666191101;6.000906205
850;53.47148104;9.726314646;6.666191101;6.000906205
851;53.47150185;9.726275601;6.487735367;6.000906205
852;53.47152422;9.726256672;6.469889793;6.000906205
853;53.47153335;9.726214509;6.468105236;6.000906205
854;53.47154543;9.726176596;6.46792678;6.000906205
855;53.4715553;9.72613722;6.467908935;6.000906205
856;53.47156966;9.726115716;6.46790715;6.000906205
857;53.47158792;9.726092977;6.467906972;6.000906205
858;53.47160023;9.726078882;6.467906954;6.000906205
859;53.47161314;9.726051291;6.467906952;6.000906205
860;53.47163102;9.726034153;6.463031769;6.000906205
861;53.47164167;9.726019493;6.447424316;6.000906205
862;53.47165451;9.72598303;6.436645355;6.000906205
863;53.47166567;9.725961589;6.416901001;6.000906205
864;53.47167826;9.725935285;6.412993658;6.000906205
865;53.47169737;9.725908317;6.416334843;6.000906205
866;53.47170346;9.725891483;6.439153168;6.000906205
867;53.47171526;9.725867824;6.450388858;6.000906205
868;53.47172435;9.725851664;6.466155143;6.000906205
869;53.47173332;9.725825775;6.467731771;6.000906205
870;53.47174433;9.725804187;6.467889434;6.000906205
871;53.471762;9.725773193;6.4679052;6.000906205
872;53.47177441;9.725746883;6.455773751;6.000906205
873;53.4717864;9.725731093;6.38940138;6.000906205
874;53.47179339;9.725711255;6.349794859;6.000906205
875;53.47179514;9.725703695;6.304402017;6.000906205
876;53.47180457;9.725678524;6.284138551;6.000906205
877;53.47181695;9.725656217;6.236144721;6.000906205
878;53.47182791;9.725629436;6.200940674;6.000906205
879;53.47184385;9.725618767;6.16267944;6.000906205
880;53.47185048;9.725609659;6.168383957;6.000906205
881;53.47185661;9.725598583;6.166533983;4.000604137
882;53.47186109;9.725581727;6.161288408;4.000604137
883;53.47186668;9.725572651;6.145001903;4.000604137
884;53.47187632;9.725568882;6.143205024;4.000604137
885;53.47188702;9.725559527;6.161152778;6.000906205
886;53.47190208;9.725552956;6.177899259;6.000906205
887;53.47191804;9.72555876;6.211266031;6.000906205
888;53.47192774;9.725561389;6.261243104;6.000906205
889;53.47193634;9.725565047;6.292903256;6.000906205
890;53.47194771;9.725583532;6.320005734;6.000906205
891;53.4719579;9.725602575;6.359822305;6.000906205
892;53.47197264;9.725617388;6.393769172;6.000906205
893;53.47198482;9.725625252;6.430098811;6.000906205
894;53.4719926;9.725631435;6.456892327;6.000906205
895;53.47200328;9.725646509;6.466805489;6.000906205
896;53.47200898;9.725658405;6.467796806;6.000906205
897;53.4720135;9.725679032;6.467895937;6.000906205
898;53.47201567;9.725691613;6.46790585;6.000906205
899;53.47202241;9.725705551;6.467906842;6.000906205
900;53.47203347;9.725728535;6.467906941;6.000906205
901;53.47204466;9.725758623;6.467906951;6.000906205
902;53.47205482;9.725782766;6.467906952;6.000906205
903;53.47206292;9.725805948;6.467906952;6.000906205
904;53.47206779;9.725817781;6.467906952;6.000906205
905;53.47207312;9.725832563;6.467906952;6.000906205
906;53.47207694;9.725842409;6.467906952;6.000906205
907;53.47207855;9.725852615;6.467906952;6.000906205
908;53.47207819;9.725867077;6.467906952;6.000906205
909;53.47209157;9.725871235;6.467906952;6.000906205
910;53.47209843;9.725880616;6.467906952;6.000906205
911;53.47210333;9.725884505;6.467906952;6.000906205
912;53.47211028;9.725892007;6.467906952;6.000906205
913;53.47211464;9.725903834;6.467906952;6.000906205
914;53.47212034;9.725913325;6.467906952;6.000906205
915;53.47212523;9.725925253;6.467906952;6.000906205
916;53.47213346;9.725931871;6.467906952;6.000906205
917;53.47213722;9.725944566;6.467906952;6.000906205
918;53.47214869;9.725948675;6.467906952;6.000906205
919;53.47216791;9.72596076;6.467906952;6.000906205
920;53.47219659;9.725989011;6.467906952;6.000906205
921;53.47223011;9.725997668;6.467906952;6.000906205
922;53.47225407;9.726000884;6.467906952;6.000906205
923;53.47227828;9.726010383;6.467906952;6.000906205
924;53.47229147;9.726015642;6.467906952;6.000906205
925;53.47231198;9.726016604;6.467906952;6.000906205
926;53.47233106;9.726016713;6.467906952;6.000906205
927;53.47235165;9.726016829;6.467906952;6.000906205
928;53.47235857;9.726022917;6.467906952;6.000906205
929;53.4723716;9.726026035;6.467906952;6.000906205
930;53.47237777;9.726028544;6.467906952;6.000906205
931;53.47239245;9.726030387;6.467906952;6.000906205
932;53.47239834;9.726034149;6.467906952;6.000906205
933;53.47241143;9.726053702;6.467906952;6.000906205
934;53.4724139;9.726058286;6.467906952;6.000906205
935;53.47241989;9.726069807;6.467906952;6.000906205
936;53.47242384;9.726074749;6.467906952;6.000906205
937;53.47243235;9.726078115;6.467906952;8.001208274
938;53.47244023;9.726085053;6.467906952;8.001208274
939;53.47244883;9.726091028;6.467906952;8.001208274
940;53.47245674;9.726095235;6.467906952;8.001208274
941;53.4724717;9.726104296;6.467906952;8.001208274
942;53.47249285;9.726104365;6.467906952;8.001208274
943;53.47250896;9.726108523;6.467906952;8.001208274
944;53.47251817;9.726126117;6.467906952;8.001208274
945;53.47252798;9.726129702;6.467906952;8.001208274
946;53.47253386;9.726153284;6.467906952;8.001208274
947;53.4725457;9.726163857;6.467906952;8.001208274
948;53.4725674;9.726172927;6.467906952;8.001208274
949;53.47257743;9.726193032;6.467906952;8.001208274
950;53.47258517;9.726213346;6.467906952;8.001208274
951;53.47260515;9.726238102;6.467906952;8.001208274
952;53.47263278;9.726248317;6.467906952;8.001208274
953;53.4726516;9.726246621;6.467906952;8.001208274
954;53.47266914;9.726247121;6.467906952;8.001208274
955;53.47268232;9.72625076;6.467906952;8.001208274
956;53.47269888;9.726251786;6.467906952;16.00241655
957;53.47271513;9.726252177;6.467906952;16.00241655
958;53.4727335;9.726260907;6.467906952;16.00241655
959;53.47275348;9.726270383;6.467906952;16.00241655
960;53.47277251;9.726276325;6.467906952;16.00241655
961;53.47279115;9.726287917;6.467906952;16.00241655
962;53.47280977;9.726301989;6.467906952;16.00241655
963;53.47282975;9.726315525;6.467906952;16.00241655
964;53.47284719;9.726334376;6.443510437;16.00241655
965;53.47286275;9.726362779;6.384566727;16.00241655
966;53.47287577;9.726377507;6.328255409;16.00241655
967;53.47288492;9.726403992;6.28045051;16.00241655
968;53.47288861;9.726423957;6.246010368;16.00241655
969;53.47289377;9.726447175;6.230618722;16.00241655
970;53.47290822;9.726482638;6.212346006;16.00241655
971;53.47291727;9.726498503;6.163723843;16.00241655
972;53.47292468;9.7265216;6.129534997;16.00241655
973;53.4729432;9.726556996;6.102104119;16.00241655
974;53.47296007;9.726604979;6.039351647;16.00241655
975;53.47297477;9.72665376;5.978412551;16.00241655
976;53.4729849;9.726663723;5.924689476;16.00241655
977;53.47299569;9.726659542;5.88649208;16.00241655
978;53.47300345;9.726671163;5.84772895;16.00241655
979;53.47300952;9.726694967;5.818714545;16.00241655
980;53.47301766;9.726695384;5.796137278;16.00241655
981;53.47302993;9.726689103;5.767512364;16.00241655
982;53.47304265;9.726682287;5.724903397;16.00241655
983;53.47304943;9.726686948;4.645304569;16.00241655
984;53.47305958;9.726683529;3.760983866;48.00724964
985;53.47306302;9.726695555;3.030516784;16.00241655
986;53.47307725;9.726676125;2.438807479;16.00241655
987;53.47309155;9.726656925;5.238711833;16.00241655
988;53.47310008;9.726643118;5.472370863;16.00241655
989;53.47310063;9.726639376;5.468353343;16.00241655
990;53.4730975;9.726636276;5.467951591;16.00241655
991;53.47310587;9.726635759;5.475996667;16.00241655
992;53.47312272;9.726607219;5.468715923;16.00241655
993;53.47313066;9.726585546;5.467987849;16.00241655
994;53.47313856;9.72656513;5.467915042;16.00241655
995;53.47314528;9.726541299;5.467907761;16.00241655
996;53.47314865;9.726528758;5.467907033;16.00241655
997;53.47315915;9.726508619;5.46790696;16.00241655
998;53.47316601;9.726496384;5.467906953;16.00241655
999;53.47316364;9.726501306;5.467906952;16.00241655
1000;53.47316057;9.726501981;5.467906952;16.00241655
1001;53.4731589;9.726501097;5.467906952;16.00241655
1002;53.47315151;9.726495848;5.467906952;16.00241655
1003;53.47315591;9.726478891;5.467906952;16.00241655
1004;53.47315424;9.726449381;5.467906952;16.00241655
1005;53.47316108;9.726439916;5.467906952;16.00241655
1006;53.47316284;9.72642823;5.467906952;16.00241655
1007;53.47316473;9.726412984;5.467906952;16.00241655
1008;53.47316677;9.726398333;5.467906952;16.00241655
1009;53.47316821;9.726364761;5.467906952;16.00241655
1010;53.47316105;9.726341031;5.467906952;16.00241655
1011;53.47316821;9.726327073;5.467906952;16.00241655
1012;53.47317236;9.726310985;5.462925339;16.00241655
1013;53.47317669;9.726288607;5.448546638;16.00241655
1014;53.47318913;9.726252525;5.425960087;16.00241655
1015;53.47320503;9.726215005;5.379704621;16.00241655
1016;53.47321095;9.726189297;5.314128986;16.00241655
1017;53.47321247;9.726180025;5.266128932;16.00241655
1018;53.47320708;9.726179882;5.246610681;16.00241655
1019;53.4732001;9.726183113;5.254113964;16.00241655
1020;53.4731982;9.726166857;5.271124058;16.00241655
1021;53.47320117;9.726151213;5.257554071;16.00241655
1022;53.47321839;9.726113411;5.231968786;16.00241655
1023;53.47322886;9.726079044;5.14061326;16.00241655
1024;53.47323356;9.726049091;5.05297696;16.00241655
1025;53.47324106;9.726025247;4.992883145;16.00241655
1026;53.47324477;9.726011594;4.96491484;16.00241655
1027;53.47324734;9.725995276;4.954585509;16.00241655
1028;53.47324965;9.725973142;4.951080652;16.00241655
1029;53.47325218;9.72594395;4.952041659;16.00241655
1030;53.47326236;9.725915626;4.95786095;16.00241655
1031;53.47327259;9.725889722;4.967468834;16.00241655
1032;53.47328063;9.725858291;4.989042721;16.00241655
1033;53.47328598;9.725838297;5.026857611;16.00241655
1034;53.47329009;9.725817861;5.059890198;16.00241655
1035;53.47329172;9.725799047;5.095125906;16.00241655
1036;53.47329088;9.725777012;5.125590014;16.00241655
1037;53.47328906;9.725767569;5.152902477;16.00241655
1038;53.47329036;9.725751516;5.159509837;16.00241655
1039;53.47329041;9.725729482;5.180605143;16.00241655
1040;53.47329256;9.725704335;5.205308744;16.00241655
1041;53.47329326;9.725684259;5.23853739;16.00241655
1042;53.47329073;9.725673451;5.26333166;16.00241655
1043;53.47328228;9.725660998;5.27133515;16.00241655
1044;53.47327161;9.725656824;5.268911698;16.00241655
1045;53.47326071;9.725648639;5.253800044;16.00241655
1046;53.47324728;9.725632829;5.243534149;6.000906205
1047;53.47323474;9.725619511;5.243290335;6.000906205
1048;53.47321781;9.725601716;5.246053734;6.000906205
1049;53.47320738;9.72558764;5.255925945;6.000906205
1050;53.47318748;9.725568928;5.272520619;6.000906205
1051;53.47317101;9.725552884;5.295369967;6.000906205
1052;53.47315476;9.725532951;5.32310885;6.000906205
1053;53.47313284;9.725509092;5.36770975;6.000906205
1054;53.47311477;9.725486206;5.431911432;6.000906205
1055;53.47310222;9.725468878;5.4643074;6.000906205
1056;53.47308898;9.725460299;5.467546997;6.000906205
1057;53.47307267;9.725452386;5.437280899;6.000906205
1058;53.47305708;9.725440097;5.391462541;6.000906205
1059;53.47304197;9.72542281;5.351182005;6.000906205
1060;53.47302932;9.725406819;5.320453741;6.000906205
1061;53.47301701;9.725395231;5.300976954;6.000906205
1062;53.47300604;9.725380381;5.283741113;6.000906205
1063;53.47299622;9.725367549;5.276150143;6.000906205
1064;53.47298918;9.725357811;5.272816125;6.000906205
1065;53.47297922;9.725346247;5.273141903;6.000906205
1066;53.47296706;9.725334409;5.273706631;6.000906205
1067;53.47295754;9.725327391;5.274521847;6.000906205
