[0.000e+00 1.000e+00 2.000e+00 ... 1.368e+03 1.369e+03 1.370e+03];547859.4013862418;5924922.990061982;6.920860291
[0.000e+00 1.000e+00 2.000e+00 ... 1.368e+03 1.369e+03 1.370e+03];547861.8820471733;5924918.237669303;6.310315609
[0.000e+00 1.000e+00 2.000e+00 ... 1.368e+03 1.369e+03 1.370e+03];547861.380153373;5924922.107759141;8.474621948
[0.000e+00 1.000e+00 2.000e+00 ... 1.368e+03 1.369e+03 1.370e+03];547860.4166014431;5924921.530591712;1.914516624
[0.000e+00 1.000e+00 2.000e+00 ... 1.368e+03 1.369e+03 1.370e+03];547859.7364661732;5924919.893763151;5.056365984
[0.000e+00 1.000e+00 2.000e+00 ... 1.368e+03 1.369e+03 1.370e+03];547859.9398661418;5924919.952562389;5.336544802
[0.000e+00 1.000e+00 2.000e+00 ... 1.368e+03 1.369e+03 1.370e+03];547859.5269292182;5924919.293068494;0.881864548
[0.000e+00 1.000e+00 2.000e+00 ... 1.368e+03 1.369e+03 1.370e+03];547859.6044317558;5924918.456068837;0.861385345
[0.000e+00 1.000e+00 2.000e+00 ... 1.368e+03 1.369e+03 1.370e+03];547859.7749002506;5924918.108438166;0.864753342
[0.000e+00 1.000e+00 2.000e+00 ... 1.368e+03 1.369e+03 1.370e+03];547862.2558959178;5924911.130860703;4.91837574
[0.000e+00 1.000e+00 2.000e+00 ... 1.368e+03 1.369e+03 1.370e+03];547860.6472467154;5924912.423003061;5.412953831
[0.000e+00 1.000e+00 2.000e+00 ... 1.368e+03 1.369e+03 1.370e+03];547860.6472467154;5924912.423003061;5.412953831
[0.000e+00 1.000e+00 2.000e+00 ... 1.368e+03 1.369e+03 1.370e+03];547860.6472467154;5924912.423003061;5.412953831
[0.000e+00 1.000e+00 2.000e+00 ... 1.368e+03 1.369e+03 1.370e+03];547860.6472467154;5924912.423003061;5.412953831
[0.000e+00 1.000e+00 2.000e+00 ... 1.368e+03 1.369e+03 1.370e+03];547860.6472467154;5924912.423003061;5.412953831
[0.000e+00 1.000e+00 2.000e+00 ... 1.368e+03 1.369e+03 1.370e+03];547860.6472467154;5924912.423003061;5.412953831
[0.000e+00 1.000e+00 2.000e+00 ... 1.368e+03 1.369e+03 1.370e+03];547860.6472467154;5924912.423003061;5.412953831
[0.000e+00 1.000e+00 2.000e+00 ... 1.368e+03 1.369e+03 1.370e+03];547860.6472467154;5924912.423003061;5.412953831
[0.000e+00 1.000e+00 2.000e+00 ... 1.368e+03 1.369e+03 1.370e+03];547860.6472467154;5924912.423003061;5.412953831
[0.000e+00 1.000e+00 2.000e+00 ... 1.368e+03 1.369e+03 1.370e+03];547860.6472467154;5924912.423003061;5.412953831
