0.0;547859.9239219773;5924920.040748119;5.038610257105527
1.0;547859.9535905409;5924920.013428743;5.0515209713379585
2.0;547860.0106530542;5924920.097201959;5.144037213950446
3.0;547860.0229545205;5924920.140638012;5.07812863048207
4.0;547860.0009169554;5924920.121647638;5.076983228035645
5.0;547859.9984749228;5924920.114884228;5.083998405710357
6.0;547859.9622021763;5924920.0516676335;4.862833465830865
7.0;547859.9478913596;5924919.987843682;4.754686219321923
8.0;547859.937715412;5924919.8772904165;4.5990889042290455
9.0;547860.0079530193;5924919.612285904;4.60560399818247
10.0;547860.0571226025;5924919.059341236;4.648090015534758
11.0;547860.0807241449;5924918.793926192;4.6687589731993135
12.0;547860.1436626476;5924918.086140866;4.725996751609746
13.0;547860.1732810296;5924917.753062461;4.753471051204236
14.0;547860.2409816489;5924916.991723965;4.819410366003297
15.0;547860.2722284516;5924916.640332885;4.850645026528564
16.0;547860.3257955546;5924916.037935181;4.906868264508802
17.0;547860.3505191201;5924915.759902242;4.933500536277101
18.0;547860.4098574695;5924915.092603033;5.001984998238074
19.0;547860.4362305118;5924914.796020631;5.033593578624469
20.0;547860.4784286538;5924914.321474455;5.08778088541591
21.0;547860.4971836982;5924914.110561505;5.112790702147997
22.0;547860.3518906903;5924914.265917403;5.155668122019181
23.0;547860.2017650533;5924914.37081117;5.172260720740133
24.0;547860.2065766967;5924914.568490589;5.194766191694177
25.0;547860.3217410616;5924914.577767394;5.209438796272322
26.0;547860.9666866511;5924913.993107105;5.2514295318299204
27.0;547861.2435117011;5924913.435342022;5.272799463316114
28.0;547861.6036361257;5924912.213469408;5.308219192321976
29.0;547861.7152729848;5924911.555554665;5.324183049210739
30.0;547861.9487617557;5924910.397992946;5.350310939369055
31.0;547862.2318978846;5924909.83841909;5.362068914861722
32.0;547863.03943882;5924908.953115416;5.381309811587298
33.0;547863.3311466514;5924908.612077047;5.389968348367169
34.0;547864.1510651528;5924908.157820695;5.409450792388136
35.0;547864.8581013776;5924908.168619714;5.417800591385006
36.0;547866.3297707412;5924908.034475416;5.430325762741358
37.0;547866.936189274;5924907.712002666;5.435693809127855
38.0;547867.6741690106;5924907.02873983;5.441550020523511
39.0;547868.0615913039;5924906.532094229;5.444185355448107
40.0;547868.8374481759;5924905.479800957;5.448497840094568
41.0;547869.3373205799;5924904.803243551;5.450438487491455
42.0;547870.3730088338;5924903.335148691;5.453614179516465
43.0;547871.0605600986;5924902.535827865;5.455043262508496
44.0;547872.5306108531;5924901.001380114;5.457381826159032
45.0;547873.4489164468;5924900.172642756;5.458434195693749
46.0;547875.3814990716;5924898.8157932125;5.460156302215585
47.0;547876.4651301579;5924898.115123492;5.460931261853181
48.0;547878.4401804553;5924896.817310451;5.462199412442911
49.0;547879.5488941572;5924896.215275228;5.462770088826151
50.0;547881.5634596673;5924895.250942954;5.4637039485484395
51.0;547882.6446520692;5924894.68172566;5.46412419176962
52.0;547884.533918929;5924893.546894071;5.4648118813768125
53.0;547885.5301490052;5924892.865193155;5.465121346373322
54.0;547887.3270369663;5924891.585624729;5.465627757544672
55.0;547888.2583296107;5924891.001193153;5.465855646013154
56.0;547889.7990391147;5924890.182146747;5.466228564655207
57.0;547890.6284240887;5924889.703627106;5.466396380578342
58.0;547892.2419632868;5924888.60214209;5.466670995992571
59.0;547893.1211779448;5924887.82429442;5.466794574795155
60.0;547894.7719819923;5924886.060383589;5.466996800206352
61.0;547895.689520869;5924885.091033811;5.4670878030156365
62.0;547897.2731890689;5924883.258310246;5.467236720792334
63.0;547898.0412558202;5924882.192135746;5.467303734803836
64.0;547899.5327196936;5924880.33481811;5.4674133971063394
65.0;547900.2619507199;5924879.355687777;5.467462745887689
66.0;547901.5191628338;5924877.5584650645;5.46754350065624
