TIME;ACC_X;ACC_Y;ACC_Z;GYR_X;GYR_Y;GYR_Z
14654;0.74;0.21;-9.71;-0.63;1.42;-0.49 
14680;0.76;0.27;-9.71;-0.79;1.34;-0.55 
14705;0.92;0.21;-9.68;-0.63;1.18;-0.31 
14732;1.00;0.21;-9.64;-0.63;1.46;-0.60 
14757;1.11;0.20;-9.68;-0.60;1.37;-0.51 
14783;1.35;0.24;-9.70;-0.55;1.37;-0.57 
14810;1.45;0.22;-9.61;-0.46;1.29;-0.43 
14835;1.58;0.22;-9.74;-0.63;1.53;-0.44 
14861;1.58;0.31;-9.41;-0.50;1.29;-0.27 
14887;1.51;0.29;-9.66;-0.56;1.21;-0.39 
14913;1.56;0.08;-9.51;-0.66;1.33;-0.58 
14945;1.69;0.20;-9.59;-0.30;1.12;-0.40 
14971;1.72;0.21;-9.83;-0.56;1.11;-0.61 
14997;2.08;0.21;-9.15;-0.37;0.98;-0.66 
15023;1.79;0.07;-11.01;-0.86;2.40;-0.34 
15049;2.08;-0.17;-9.90;-0.54;2.04;-0.35 
15075;2.04;0.20;-10.02;-0.50;0.60;-0.72 
15100;2.00;0.34;-9.51;-0.24;1.37;-0.35 
15127;1.98;0.52;-10.40;-0.63;1.14;-0.05 
15153;2.21;0.86;-9.21;-0.80;1.45;-0.06 
15178;2.18;-0.48;-8.58;-0.19;0.84;-0.73 
15205;1.99;0.18;-9.71;-0.47;1.74;-0.45 
15230;1.95;0.29;-10.25;-0.24;2.37;-0.24 
15262;1.95;-0.21;-8.80;1.25;1.79;-0.44 
15289;2.07;0.36;-9.84;0.49;1.01;-0.40 
15325;1.67;0.43;-10.45;-0.87;2.65;-0.54 
15351;2.07;0.22;-9.04;-0.40;1.21;-0.08 
15377;1.93;-0.20;-10.36;-1.02;1.91;-0.83 
15404;2.01;-0.64;-9.81;-0.98;2.03;-1.08 
15430;1.71;-0.57;-10.21;-0.47;2.13;-1.33 
15456;2.12;-0.41;-8.63;-0.81;0.79;-0.92 
15482;1.31;-0.31;-9.58;-2.10;1.55;-0.48 
15509;1.85;0.74;-10.19;-1.24;1.90;-0.43 
15535;2.00;0.34;-7.62;1.37;-0.56;-0.25 
15561;1.38;1.99;-10.56;-2.76;0.60;-0.41 
15593;1.71;1.10;-10.89;1.75;-2.85;-0.34 
15619;1.03;1.54;-9.32;-1.10;1.92;0.03 
15645;1.48;-0.55;-9.66;-1.46;1.96;-1.02 
15671;0.68;-0.34;-12.22;-0.10;1.83;-0.51 
15696;1.21;0.63;-9.39;0.98;-0.53;0.02 
15723;1.67;0.73;-7.49;0.34;-0.18;0.04 
15749;1.06;0.83;-9.74;-1.17;1.76;-0.16 
15774;1.29;0.64;-8.10;-0.94;0.53;-0.78 
15801;1.13;-0.13;-8.48;-0.45;0.82;-0.84 
15826;1.55;-0.45;-9.30;0.01;1.36;-0.92 
15852;1.43;-0.53;-7.65;0.83;-0.71;-0.63 
15879;1.52;0.01;-9.09;-0.69;0.89;-0.57 
15904;0.89;-0.25;-10.69;-0.48;1.16;-0.42 
15936;1.22;0.14;-10.66;-1.07;2.62;-0.63 
15963;0.62;0.85;-10.00;-0.54;2.65;-0.31 
15988;1.31;0.06;-9.18;-0.73;1.40;-0.45 
16015;1.62;-0.09;-9.25;-0.83;1.52;-0.55 
16040;1.27;0.71;-9.29;-1.21;0.31;-0.60 
16066;1.41;0.96;-8.29;0.69;1.05;0.30 
16093;0.96;-1.73;-11.35;-0.62;0.99;-1.34 
16118;1.00;2.60;-7.63;-0.48;2.82;0.60 
16144;-0.06;-1.37;-13.32;-0.50;2.11;-1.07 
16171;1.13;2.00;-7.64;0.18;0.28;0.40 
16196;0.27;-0.60;-11.67;-2.62;4.44;-1.34 
16222;0.96;0.19;-10.26;1.53;1.53;0.11 
16253;1.21;1.63;-9.13;-1.39;2.40;-0.31 
16280;1.03;-0.42;-8.10;0.05;-0.29;-0.86 
16306;0.28;-0.35;-11.69;-1.34;2.82;-0.76 
16348;1.03;0.04;-9.78;-1.14;1.34;-0.47 
16373;1.04;-0.22;-8.83;-0.38;0.30;-0.63 
16400;0.58;0.32;-9.63;0.21;1.11;-0.19 
16425;1.09;0.68;-8.54;-0.23;1.64;-0.32 
16452;0.64;0.34;-9.84;-0.48;0.92;-0.43 
16478;0.54;0.43;-10.56;-1.32;2.42;-0.50 
16503;0.71;0.20;-8.75;-1.08;1.63;-0.40 
16530;0.46;-0.47;-9.58;-1.59;1.78;-0.69 
16556;0.74;0.26;-9.27;0.30;1.43;-0.50 
16587;0.83;0.31;-9.39;-0.70;1.07;-0.67 
16613;0.81;-0.80;-9.59;-1.40;1.45;-0.63 
16640;0.08;-0.04;-10.84;-1.19;3.05;-0.58 
16665;0.62;0.66;-9.96;-0.15;0.08;-0.49 
16692;0.16;-0.06;-9.28;-0.76;1.88;-0.56 
16717;0.04;0.03;-11.11;-1.17;1.43;-0.73 
16744;1.10;-0.78;-7.07;-0.31;-1.70;-1.07 
16770;0.20;1.08;-10.56;-1.77;3.88;-0.15 
16796;1.06;-0.50;-6.62;0.73;2.27;-0.27 
16822;0.13;1.74;-11.48;0.98;1.60;0.37 
16848;0.08;-0.40;-10.45;-1.43;2.13;-0.95 
16875;0.30;1.04;-10.05;0.69;1.95;0.21 
16901;1.00;-0.21;-7.38;-1.24;1.54;-0.70 
16932;1.71;0.78;-7.44;0.92;-1.75;-0.14 
16959;0.39;-0.39;-10.76;-0.81;1.87;-0.99 
16985;0.45;0.29;-9.08;-0.95;0.86;-0.33 
17010;0.84;-0.27;-10.58;-1.79;1.63;-1.03 
17037;1.05;0.88;-9.05;0.66;1.49;0.02 
17062;0.87;-1.21;-11.05;-0.27;1.22;-1.02 
17088;1.19;1.68;-8.69;-0.93;1.30;0.31 
17115;1.20;-0.17;-10.24;0.98;-0.15;-0.57 
17140;0.97;0.63;-9.32;0.85;0.29;0.40 
17166;1.22;0.49;-9.40;-4.30;2.65;-1.65 
17192;1.23;-1.36;-8.69;3.20;-0.37;0.39 
17218;1.13;-1.23;-10.71;-4.23;3.10;-1.41 
17250;1.46;-1.21;-10.12;-0.93;-0.21;-1.33 
17276;0.88;0.44;-9.64;0.93;-0.44;-0.18 
17302;0.81;0.53;-9.64;-1.24;1.72;-0.34 
17328;0.68;-0.81;-10.28;-1.31;2.37;-0.98 
17354;0.91;-0.07;-10.96;-0.38;2.03;-0.57 
17380;1.63;0.80;-9.00;0.66;-0.05;-0.24 
17405;1.49;0.10;-8.58;-0.72;1.75;-0.49 
17432;1.05;0.17;-9.97;-0.50;1.64;-0.45 
17458;1.45;0.09;-9.09;-0.20;0.15;-0.53 
17483;1.70;0.24;-8.76;0.84;-0.57;-0.30 
17510;0.86;-0.43;-10.24;0.47;0.57;-0.34 
17536;0.86;-0.79;-10.13;1.17;0.59;-0.25 
17567;1.27;-0.47;-11.46;-0.74;0.51;-0.40 
17594;0.31;-0.76;-11.67;-1.72;2.36;-0.83 
17619;0.33;-1.07;-11.07;-3.98;4.26;-1.73 
17645;0.71;1.58;-8.16;-1.62;0.94;-0.71 
17672;0.58;-0.61;-11.11;0.32;0.17;-0.28 
17697;0.70;-0.71;-11.76;-0.76;2.34;-0.70 
17724;0.30;0.05;-10.80;-1.89;3.59;-0.72 
17750;0.55;0.36;-10.93;-0.60;2.91;-0.43 
17775;0.40;-0.66;-10.77;-0.10;2.20;-0.65 
17802;0.37;-0.55;-8.44;-1.90;3.02;-1.00 
17827;0.75;0.69;-7.46;-2.43;2.40;-0.92 
17853;-0.12;-0.76;-10.16;-3.03;3.72;-1.15 
17886;0.46;0.18;-8.22;-1.31;1.53;-0.57 
17911;0.16;-0.10;-9.64;-1.51;2.47;-0.85 
17937;-0.16;-0.10;-9.89;-1.36;1.24;-0.58 
17964;1.78;1.10;-7.36;-1.12;0.40;-0.74 
17989;0.91;0.75;-8.23;-0.66;1.85;-0.35 
18016;0.45;0.84;-8.07;-1.01;2.75;-0.28 
18041;0.27;0.55;-7.51;-2.05;3.17;-0.66 
18068;0.21;0.73;-10.24;-0.90;1.51;-0.60 
18094;0.62;0.41;-8.15;-3.24;3.23;-0.72 
18120;0.39;1.03;-9.04;1.63;-0.09;0.14 
18146;0.45;0.59;-11.56;-0.14;0.90;-0.50 
18171;0.70;0.63;-8.70;0.00;0.31;-0.22 
18198;0.42;-0.03;-10.17;-0.26;1.53;-0.49 
18230;-0.20;0.33;-11.09;-1.01;3.10;-0.50 
18256;0.60;0.05;-9.87;-0.20;1.21;-0.50 
18282;0.52;0.83;-8.95;0.96;0.63;0.05 
18308;0.19;0.47;-12.53;-1.15;2.75;-0.70 
18333;0.51;0.35;-7.57;-1.43;2.45;-0.34 
18360;0.60;0.18;-9.85;0.26;0.27;-0.60 
18385;0.69;0.92;-10.20;-0.44;2.56;-0.24 
18411;-0.30;-0.48;-10.53;-1.54;2.85;-0.97 
18438;1.00;0.79;-7.91;0.78;-1.45;-0.15 
18463;0.68;0.39;-9.32;-1.17;1.73;-0.39 
18489;0.40;-0.71;-10.93;-1.08;0.17;-1.16 
18525;0.05;0.80;-9.90;0.08;2.27;0.16 
18556;0.17;1.02;-9.58;-1.66;1.85;-0.66 
18583;0.31;-0.11;-10.05;-0.14;1.53;-0.60 
18609;0.29;0.41;-8.14;-2.11;1.14;-0.52 
18635;-0.32;0.63;-11.08;1.47;2.80;0.24 
18661;-0.25;0.41;-9.04;-0.74;1.01;-0.38 
18688;0.40;0.26;-9.90;-0.65;0.71;-0.44 
18713;0.56;0.29;-11.03;0.10;2.21;-0.39 
18739;0.32;0.04;-9.10;-0.99;1.66;-0.48 
18764;0.06;0.30;-8.45;-0.77;1.28;-0.01 
18791;0.35;-0.48;-9.82;-0.13;1.02;-0.72 
18817;0.30;-0.86;-9.79;-1.58;2.30;-0.89 
18842;0.51;-0.90;-8.73;-2.65;1.59;-0.97 
18874;-0.31;-0.58;-12.93;-2.06;3.63;-0.76 
18900;-0.12;-0.45;-12.11;-2.88;2.95;-0.99 
18926;0.26;-0.22;-11.27;-0.86;1.95;-0.72 
18953;-0.02;0.54;-12.31;-0.28;1.76;-0.70 
18978;0.56;-0.03;-9.84;-0.76;0.42;-0.94 
19004;1.54;-0.51;-6.12;0.64;1.01;-0.71 
19031;0.33;-0.89;-10.85;0.32;0.60;-0.94 
19056;0.23;-0.13;-12.36;-1.20;1.56;-0.60 
19082;-0.23;0.17;-14.03;-1.44;1.18;-0.46 
19108;0.67;0.20;-9.89;-0.78;-0.95;-0.45 
19134;0.88;0.48;-7.22;2.08;-0.79;0.01 
19160;0.64;1.29;-7.95;-0.27;1.68;-0.47 
19186;0.36;0.34;-10.81;-2.29;1.91;-0.78 
19218;0.19;0.27;-8.04;0.63;0.37;-0.40 
19244;-0.33;1.02;-9.80;-3.21;2.27;-0.82 
19270;-0.14;0.11;-9.36;0.47;-1.17;-0.65 
19296;-0.19;0.83;-9.74;-0.18;1.20;-0.17 
19322;0.32;0.44;-8.33;-0.69;0.70;-0.40 
19363;-0.42;-0.14;-11.05;-0.69;1.46;-0.92 
19390;-0.10;0.40;-8.97;-1.53;0.92;-0.42 
19416;-0.56;1.13;-11.31;0.30;0.54;-0.15 
19442;-0.76;0.69;-11.06;0.20;1.69;-0.63 
19469;-0.12;0.34;-7.81;-0.76;-0.05;-0.89 
19494;-0.82;0.05;-11.69;-0.60;3.39;-0.73 
19521;-0.54;0.24;-8.67;-0.60;1.13;-0.40 
19553;-0.16;0.10;-8.61;-0.59;0.44;-0.43 
19578;-0.45;0.01;-8.82;0.21;0.58;-0.89 
19604;-0.07;0.06;-8.80;-0.39;0.85;-0.69 
19631;-0.56;0.08;-10.67;-0.48;2.14;-0.53 
19656;-0.46;-0.15;-10.45;-0.72;2.38;-0.71 
19682;-0.16;0.32;-9.67;-0.37;1.17;-0.32 
19708;-0.32;0.27;-10.43;-0.77;1.38;-0.72 
19734;-0.15;0.12;-9.39;-0.53;1.01;-0.56 
19761;-0.19;0.42;-10.12;-0.08;1.83;-0.28 
19786;0.15;0.06;-9.66;-0.56;1.63;-0.52 
19812;0.37;0.33;-9.80;-0.10;1.34;-0.30 
19837;0.28;0.57;-10.02;-0.89;1.65;0.02 
19870;0.30;-0.54;-10.55;-0.85;2.18;-0.92 
19896;0.42;-0.55;-9.74;-1.51;1.75;-0.88 
19921;0.54;0.09;-10.17;-0.60;1.42;-0.40 
19948;0.19;-0.49;-9.88;-0.96;1.22;-0.82 
19974;0.22;0.34;-10.96;-0.94;1.91;-0.60 
19999;0.65;-0.08;-9.38;0.03;1.30;-0.62 
20025;0.22;-0.11;-10.37;-0.31;0.99;-0.66 
20051;-0.03;0.01;-9.98;-0.19;1.37;-0.49 
20077;0.19;0.22;-10.18;-1.39;1.95;-0.63 
20103;0.23;0.41;-9.25;-0.26;1.44;-0.17 
20129;-0.06;0.24;-9.72;-0.42;1.79;-0.38 
20155;0.10;0.25;-9.69;-0.41;1.28;-0.71 
20187;0.21;0.04;-9.44;-0.18;1.14;-0.52 
20212;-0.03;0.32;-9.58;-0.44;1.05;-0.60 
20238;-0.10;0.33;-9.69;-0.41;1.00;-0.44 
20264;-0.13;0.17;-9.24;-0.69;1.21;-0.46 
20290;-0.22;0.33;-9.74;-0.47;1.30;-0.37 
20316;-0.14;0.25;-9.91;-0.75;1.31;-0.46 
20342;-0.17;0.19;-9.84;-0.49;1.58;-0.55 
20368;-0.18;0.39;-9.62;-0.48;1.25;-0.40 
20393;-0.20;0.08;-9.77;-0.51;1.35;-0.65 
20419;0.10;0.22;-9.83;-0.40;1.56;-0.48 
20446;0.78;0.21;-9.67;-0.72;1.37;-0.46 
20471;0.68;0.21;-9.69;-0.64;1.30;-0.60 
20503;0.78;0.21;-9.72;-0.37;1.43;-0.63 
20529;0.70;0.24;-9.71;-0.45;1.31;-0.37 
20555;0.71;0.20;-9.67;-0.59;1.43;-0.53 
20581;0.72;0.18;-9.69;-0.56;1.28;-0.56 
20606;0.69;0.23;-9.71;-0.68;1.34;-0.63 
20633;0.72;0.25;-9.67;-0.56;1.39;-0.43 
20659;0.72;0.23;-9.72;-0.53;1.36;-0.41 
20684;0.73;0.19;-9.72;-0.51;1.48;-0.53 
20711;0.76;0.24;-9.74;-0.60;1.43;-0.50 
20737;0.71;0.19;-9.69;-0.57;1.24;-0.51 
20762;0.72;0.23;-9.70;-0.34;1.50;-0.43 
20789;0.74;0.18;-9.72;-0.53;1.52;-0.39 
20814;0.76;0.26;-9.67;-0.69;1.25;-0.52 
20846;0.72;0.23;-9.70;-0.63;1.11;-0.38 
20872;0.70;0.21;-9.66;-0.69;1.39;-0.46 
20898;0.70;0.21;-9.68;-0.47;1.38;-0.41 
20924;0.74;0.19;-9.67;-0.52;1.25;-0.46 
20950;0.71;0.25;-9.67;-0.63;1.38;-0.44 
20975;0.73;0.21;-9.70;-0.50;1.52;-0.47 
21001;0.75;0.25;-9.73;-0.49;1.43;-0.34 
21027;0.72;0.22;-9.69;-0.56;1.43;-0.56 
21053;0.68;0.19;-9.70;-0.48;1.22;-0.34 
21079;0.71;0.22;-9.69;-0.60;1.34;-0.37 
21104;0.73;0.21;-9.70;-0.75;1.60;-0.31 
21130;0.72;0.22;-9.71;-0.41;1.43;-0.52 
21161;0.70;0.19;-9.74;-0.43;1.44;-0.40 
21187;0.72;0.21;-9.70;-0.38;1.33;-0.63 
21214;0.71;0.21;-9.71;-0.51;1.51;-0.37 
21239;0.71;0.24;-9.68;-0.48;1.40;-0.53 
21265;0.71;0.18;-9.70;-0.66;1.40;-0.51 
21291;0.75;0.19;-9.69;-0.56;1.35;-0.50 
21316;0.73;0.24;-9.67;-0.63;1.38;-0.48 
21342;0.76;0.22;-9.73;-0.65;1.18;-0.53 
21368;0.71;0.20;-9.71;-0.53;1.23;-0.39 
21394;0.74;0.20;-9.71;-0.53;1.33;-0.38 
21420;0.68;0.23;-9.68;-0.53;1.47;-0.53 
21445;0.72;0.22;-9.69;-0.75;1.30;-0.40 
21471;0.74;0.21;-9.67;-0.59;1.44;-0.43 
21514;0.72;0.19;-9.67;-0.43;1.44;-0.56 
21539;0.72;0.19;-9.71;-0.50;1.43;-0.41 
21566;0.72;0.18;-9.68;-0.57;1.46;-0.65 
21592;0.72;0.24;-9.70;-0.60;1.27;-0.53 
21617;0.70;0.22;-9.74;-0.60;1.43;-0.58 
21643;0.71;0.23;-9.73;-0.49;1.35;-0.38 
21668;0.73;0.19;-9.75;-0.58;1.37;-0.53 
21704;0.75;0.21;-9.67;-0.60;1.30;-0.45 
21731;0.73;0.25;-9.71;-0.56;1.32;-0.47 
21756;0.73;0.22;-9.71;-0.53;1.37;-0.53 
21782;0.74;0.17;-9.67;-0.60;1.28;-0.47 
21809;0.75;0.19;-9.67;-0.56;1.38;-0.49 
21840;0.74;0.22;-9.69;-0.53;1.42;-0.41 
21866;0.76;0.19;-9.71;-0.67;1.35;-0.45 
21893;0.74;0.22;-9.72;-0.52;1.43;-0.51 
21919;0.74;0.21;-9.69;-0.55;1.34;-0.43 
21945;0.70;0.22;-9.69;-0.63;1.27;-0.50 
21971;0.73;0.23;-9.72;-0.56;1.44;-0.43 
21997;0.76;0.22;-9.68;-0.55;1.46;-0.43 
22024;0.73;0.21;-9.68;-0.56;1.43;-0.53 
22050;0.72;0.19;-9.68;-0.69;1.38;-0.50 
22076;0.70;0.19;-9.71;-0.70;1.34;-0.47 
22103;0.74;0.24;-9.68;-0.47;1.45;-0.35 
22128;0.72;0.19;-9.73;-0.63;1.34;-0.46 
22155;0.76;0.20;-9.71;-0.69;1.27;-0.52 
22187;0.73;0.19;-9.66;-0.60;1.41;-0.37 
22213;0.71;0.23;-9.69;-0.66;1.27;-0.59 
22239;0.73;0.20;-9.67;-0.59;1.32;-0.46 
22265;0.73;0.22;-9.67;-0.54;1.35;-0.49 
22291;0.72;0.25;-9.74;-0.30;1.34;-0.46 
22317;0.73;0.18;-9.69;-0.51;1.39;-0.47 
22343;0.74;0.21;-9.67;-0.60;1.38;-0.44 
22385;0.74;0.21;-9.71;-0.56;1.33;-0.46 
22411;0.74;0.23;-9.71;-0.52;1.32;-0.50 
22437;0.71;0.24;-9.70;-0.56;1.26;-0.53 
22463;0.73;0.24;-9.69;-0.51;1.40;-0.50 
22490;0.72;0.20;-9.71;-0.59;1.34;-0.56 
22521;0.70;0.23;-9.65;-0.50;1.42;-0.47 
22547;0.71;0.22;-9.70;-0.50;1.40;-0.50 
22574;0.72;0.21;-9.71;-0.52;1.22;-0.47 
22599;0.74;0.21;-9.71;-0.50;1.35;-0.40 
22626;0.71;0.22;-9.69;-0.50;1.36;-0.47 
22651;0.72;0.20;-9.72;-0.65;1.40;-0.48 
22677;0.74;0.23;-9.72;-0.57;1.27;-0.58 
22704;0.74;0.18;-9.72;-0.60;1.30;-0.45 
22729;0.75;0.20;-9.71;-0.52;1.40;-0.50 
22756;0.76;0.22;-9.72;-0.68;1.30;-0.38 
22781;0.71;0.22;-9.67;-0.47;1.33;-0.47 
22807;0.71;0.21;-9.70;-0.53;1.18;-0.42 
22834;0.71;0.28;-9.69;-0.53;1.41;-0.31 
22865;0.70;0.25;-9.71;-0.68;1.45;-0.50 
22891;0.76;0.20;-9.67;-0.65;1.20;-0.45 
22918;0.72;0.29;-9.70;-0.57;1.37;-0.52 
22943;0.72;0.23;-9.73;-0.65;1.20;-0.42 
22970;0.71;0.23;-9.73;-0.72;1.49;-0.59 
22995;0.72;0.18;-9.68;-0.52;1.18;-0.42 
23022;0.74;0.22;-9.71;-0.43;1.27;-0.49 
23048;0.74;0.22;-9.72;-0.63;1.41;-0.52 
23073;0.72;0.23;-9.69;-0.50;1.51;-0.43 
23100;0.74;0.21;-9.74;-0.48;1.26;-0.63 
23126;0.75;0.21;-9.67;-0.48;1.52;-0.40 
23152;0.74;0.22;-9.68;-0.50;1.42;-0.52 
23184;0.72;0.24;-9.67;-0.55;1.34;-0.47 
23209;0.77;0.22;-9.70;-0.56;1.35;-0.38 
23236;0.74;0.23;-9.69;-0.48;1.42;-0.59 
23263;0.71;0.21;-9.70;-0.54;1.37;-0.43 
23288;0.73;0.24;-9.74;-0.48;1.35;-0.48 
23315;0.70;0.21;-9.73;-0.56;1.25;-0.30 
23341;0.72;0.20;-9.70;-0.65;1.46;-0.37 
23367;0.75;0.21;-9.73;-0.74;1.21;-0.47 
23393;0.71;0.22;-9.72;-0.66;1.45;-0.53 
23419;0.71;0.18;-9.66;-0.59;1.24;-0.43 
23446;0.72;0.23;-9.73;-0.56;1.34;-0.40 
23472;0.71;0.24;-9.73;-0.54;1.50;-0.52 
23498;0.75;0.20;-9.69;-0.63;1.41;-0.54 
23530;0.70;0.23;-9.65;-0.59;1.39;-0.53 
23557;0.73;0.21;-9.74;-0.57;1.25;-0.39 
23582;0.72;0.23;-9.72;-0.53;1.44;-0.40 
23608;0.73;0.20;-9.69;-0.58;1.44;-0.50 
23634;0.78;0.19;-9.73;-0.63;1.55;-0.46 
23660;0.72;0.20;-9.70;-0.53;1.29;-0.47 
23686;0.70;0.22;-9.73;-0.62;1.37;-0.46 
23712;0.71;0.28;-9.70;-0.58;1.31;-0.50 
23738;0.73;0.18;-9.69;-0.61;1.26;-0.53 
23764;0.71;0.26;-9.72;-0.51;1.39;-0.53 
23790;0.72;0.23;-9.67;-0.49;1.36;-0.53 
23816;0.72;0.24;-9.70;-0.51;1.28;-0.53 
23848;0.73;0.20;-9.70;-0.63;1.38;-0.46 
23874;0.73;0.21;-9.70;-0.52;1.25;-0.50 
23900;0.73;0.23;-9.69;-0.51;1.45;-0.56 
23926;0.72;0.21;-9.70;-0.50;1.34;-0.44 
23952;0.72;0.21;-9.68;-0.47;1.25;-0.57 
23977;0.70;0.22;-9.71;-0.69;1.43;-0.46 
24004;0.72;0.21;-9.69;-0.69;1.40;-0.45 
24030;0.69;0.23;-9.69;-0.50;1.21;-0.53 
24056;0.71;0.25;-9.65;-0.59;1.54;-0.54 
24082;0.75;0.20;-9.69;-0.60;1.37;-0.55 
24108;0.74;0.20;-9.69;-0.58;1.40;-0.53 
24134;0.69;0.20;-9.71;-0.55;1.46;-0.47 
24160;0.73;0.23;-9.69;-0.63;1.29;-0.28 
24192;0.73;0.24;-9.68;-0.27;1.30;-0.57 
24218;0.72;0.23;-9.73;-0.47;1.37;-0.51 
24244;0.74;0.21;-9.72;-0.73;1.43;-0.50 
24270;0.74;0.21;-9.72;-0.45;1.37;-0.61 
24296;0.72;0.19;-9.70;-0.59;1.27;-0.45 
24322;0.75;0.25;-9.68;-0.50;1.24;-0.53 
24348;0.71;0.23;-9.69;-0.68;1.23;-0.30 
24374;0.70;0.20;-9.67;-0.64;1.46;-0.54 
24399;0.71;0.18;-9.68;-0.55;1.37;-0.56 
24426;0.71;0.25;-9.71;-0.44;1.34;-0.52 
24452;0.70;0.18;-9.69;-0.67;1.31;-0.47 
24478;0.71;0.23;-9.77;-0.53;1.28;-0.59 
24510;0.75;0.21;-9.69;-0.47;1.33;-0.56 
24536;0.71;0.17;-9.67;-0.56;1.37;-0.48 
24562;0.74;0.23;-9.70;-0.63;1.41;-0.43 
24588;0.74;0.24;-9.70;-0.53;1.40;-0.49 
24614;0.73;0.23;-9.69;-0.60;1.29;-0.50 
24640;0.73;0.20;-9.68;-0.40;1.31;-0.42 
24667;0.74;0.19;-9.72;-0.48;1.40;-0.50 
24692;0.71;0.20;-9.71;-0.53;1.22;-0.44 
24719;0.72;0.19;-9.70;-0.60;1.34;-0.59 
24744;0.73;0.19;-9.67;-0.48;1.24;-0.61 
24771;0.72;0.18;-9.68;-0.59;1.45;-0.44 
24797;0.74;0.23;-9.69;-0.58;1.53;-0.38 
24823;0.75;0.25;-9.72;-0.52;1.40;-0.37 
24855;0.71;0.22;-9.69;-0.60;1.27;-0.42 
24882;0.75;0.20;-9.65;-0.48;1.28;-0.42 
24918;0.70;0.23;-9.70;-0.56;1.32;-0.55 
24943;0.73;0.18;-9.69;-0.31;1.50;-0.44 
24970;0.75;0.25;-9.68;-0.52;1.48;-0.62 
24995;0.74;0.21;-9.71;-0.40;1.31;-0.52 
25022;0.75;0.20;-9.67;-0.50;1.32;-0.52 
25048;0.76;0.20;-9.71;-0.54;1.36;-0.43 
25074;0.71;0.21;-9.69;-0.49;1.35;-0.57 
25100;0.70;0.23;-9.67;-0.63;1.41;-0.55 
25125;0.73;0.23;-9.71;-0.66;1.31;-0.50 
25152;0.70;0.20;-9.70;-0.53;1.42;-0.59 
25184;0.73;0.24;-9.68;-0.59;1.44;-0.49 
25209;0.71;0.24;-9.70;-0.37;1.30;-0.39 
25235;0.73;0.23;-9.72;-0.49;1.21;-0.46 
25262;0.73;0.21;-9.70;-0.56;1.21;-0.37 
25287;0.75;0.20;-9.69;-0.53;1.51;-0.42 
25313;0.72;0.22;-9.67;-0.67;1.47;-0.50 
25339;0.74;0.22;-9.70;-0.47;1.24;-0.40 
25365;0.73;0.22;-9.67;-0.51;1.19;-0.61 
25407;0.72;0.22;-9.66;-0.50;1.31;-0.47 
25433;0.70;0.23;-9.71;-0.43;1.31;-0.47 
25459;0.72;0.20;-9.67;-0.53;1.47;-0.46 
25485;0.72;0.19;-9.69;-0.50;1.34;-0.44 
25511;0.77;0.24;-9.71;-0.66;1.41;-0.47 
25543;0.70;0.24;-9.71;-0.76;1.34;-0.50 
25569;0.75;0.20;-9.72;-0.53;1.45;-0.45 
25594;0.74;0.23;-9.69;-0.63;1.43;-0.60 
25621;0.71;0.21;-9.70;-0.56;1.37;-0.49 
25647;0.74;0.23;-9.67;-0.58;1.27;-0.53 
25673;0.72;0.25;-9.69;-0.43;1.21;-0.55 
25699;0.74;0.22;-9.72;-0.53;1.34;-0.50 
25724;0.72;0.25;-9.72;-0.52;1.38;-0.56 
25751;0.73;0.22;-9.68;-0.58;1.47;-0.43 
25777;0.72;0.17;-9.70;-0.67;1.34;-0.50 
25802;0.75;0.23;-9.71;-0.60;1.38;-0.47 
25829;0.71;0.23;-9.70;-0.59;1.26;-0.43 
25861;0.72;0.23;-9.71;-0.56;1.39;-0.47 
25886;0.74;0.22;-9.67;-0.56;1.39;-0.47 
25913;0.74;0.18;-9.73;-0.47;1.30;-0.52 
25938;0.74;0.24;-9.72;-0.53;1.27;-0.47 
25965;0.75;0.23;-9.64;-0.59;1.34;-0.46 
25991;0.74;0.21;-9.69;-0.59;1.34;-0.37 
26017;0.73;0.21;-9.67;-0.50;1.23;-0.49 
26043;0.75;0.23;-9.71;-0.50;1.25;-0.44 
26070;0.71;0.23;-9.69;-0.59;1.40;-0.45 
26095;0.71;0.24;-9.70;-0.56;1.24;-0.53 
26122;0.72;0.20;-9.69;-0.76;1.37;-0.56 
26148;0.71;0.22;-9.69;-0.55;1.34;-0.42 
26174;0.72;0.21;-9.69;-0.63;1.45;-0.37 
26206;0.73;0.24;-9.71;-0.47;1.21;-0.47 
26232;0.72;0.22;-9.72;-0.47;1.34;-0.40 
26258;0.75;0.21;-9.68;-0.67;1.29;-0.63 
26284;0.70;0.22;-9.70;-0.68;1.30;-0.51 
26310;0.77;0.22;-9.71;-0.72;1.31;-0.55 
26336;0.73;0.23;-9.72;-0.59;1.31;-0.31 
26361;0.75;0.19;-9.70;-0.60;1.26;-0.51 
26388;0.71;0.19;-9.69;-0.61;1.25;-0.53 
26414;0.77;0.19;-9.71;-0.37;1.27;-0.40 
26439;0.77;0.23;-9.66;-0.68;1.27;-0.44 
26466;0.70;0.18;-9.69;-0.41;1.35;-0.53 
26491;0.70;0.21;-9.71;-0.60;1.40;-0.40 
26523;0.75;0.20;-9.72;-0.53;1.21;-0.45 
26549;0.75;0.24;-9.70;-0.49;1.47;-0.50 
26575;0.73;0.21;-9.69;-0.51;1.56;-0.51 
26601;0.70;0.19;-9.69;-0.63;1.34;-0.58 
