TIME;ACC_X;ACC_Y;ACC_Z;GYR_X;GYR_Y;GYR_Z
8197;0.73;0.24;-9.68;-0.51;1.29;-0.48 
8223;0.74;0.22;-9.69;-0.50;1.24;-0.55 
8249;0.72;0.21;-9.68;-0.62;1.46;-0.47 
8275;0.74;0.17;-9.68;-0.61;1.40;-0.38 
8302;0.73;0.19;-9.72;-0.57;1.40;-0.39 
8328;0.72;0.20;-9.71;-0.66;1.35;-0.51 
8354;0.75;0.23;-9.65;-0.56;1.40;-0.46 
8381;0.75;0.21;-9.68;-0.63;1.40;-0.49 
8407;0.75;0.22;-9.70;-0.63;1.57;-0.48 
8449;0.74;0.21;-9.74;-0.48;1.37;-0.53 
8475;0.70;0.20;-9.70;-0.61;1.41;-0.42 
8516;0.72;0.25;-9.72;-0.53;1.34;-0.48 
8543;0.75;0.21;-9.70;-0.47;1.38;-0.47 
8568;0.74;0.23;-9.70;-0.37;1.34;-0.34 
8595;0.72;0.21;-9.69;-0.72;1.40;-0.48 
8621;0.71;0.17;-9.72;-0.57;1.40;-0.35 
8647;0.73;0.22;-9.70;-0.47;1.39;-0.56 
8673;0.74;0.22;-9.67;-0.43;1.45;-0.53 
8698;0.75;0.17;-9.70;-0.45;1.28;-0.53 
8725;0.71;0.23;-9.72;-0.51;1.28;-0.58 
8751;0.75;0.24;-9.68;-0.55;1.45;-0.28 
8777;0.75;0.18;-9.71;-0.57;1.53;-0.46 
8809;0.71;0.23;-9.67;-0.47;1.40;-0.39 
8835;0.77;0.19;-9.72;-0.46;1.35;-0.58 
8860;0.69;0.20;-9.71;-0.61;1.40;-0.34 
8887;0.73;0.24;-9.71;-0.58;1.21;-0.51 
8912;0.74;0.22;-9.68;-0.64;1.35;-0.38 
8938;0.74;0.21;-9.68;-0.63;1.57;-0.45 
8965;0.73;0.18;-9.71;-0.40;1.38;-0.50 
8990;0.77;0.19;-9.69;-0.54;1.41;-0.63 
9017;0.73;0.20;-9.73;-0.71;1.27;-0.47 
9042;0.73;0.25;-9.70;-0.53;1.43;-0.38 
9068;0.73;0.19;-9.69;-0.48;1.39;-0.53 
9095;0.76;0.21;-9.70;-0.66;1.36;-0.53 
9120;0.73;0.22;-9.72;-0.60;1.34;-0.35 
9152;0.75;0.23;-9.69;-0.61;1.39;-0.56 
9179;0.75;0.23;-9.69;-0.45;1.22;-0.32 
9204;0.69;0.23;-9.71;-0.51;1.46;-0.48 
9230;0.74;0.21;-9.71;-0.67;1.28;-0.47 
9256;0.74;0.22;-9.70;-0.63;1.40;-0.63 
9282;0.69;0.20;-9.69;-0.29;1.31;-0.53 
9309;0.74;0.22;-9.70;-0.48;1.50;-0.55 
9334;0.73;0.17;-9.71;-0.56;1.53;-0.43 
9360;0.73;0.20;-9.66;-0.47;1.36;-0.51 
9387;0.70;0.21;-9.69;-0.69;1.32;-0.43 
9412;0.75;0.23;-9.70;-0.56;1.44;-0.37 
9438;0.71;0.19;-9.67;-0.51;1.43;-0.62 
9464;0.72;0.17;-9.71;-0.50;1.32;-0.59 
9496;0.77;0.19;-9.72;-0.66;1.42;-0.57 
9522;0.75;0.26;-9.70;-0.51;1.31;-0.44 
9548;0.71;0.21;-9.68;-0.52;1.37;-0.46 
9575;0.73;0.23;-9.72;-0.63;1.48;-0.58 
9601;0.72;0.21;-9.63;-0.66;1.41;-0.36 
9627;0.72;0.22;-9.69;-0.67;1.18;-0.54 
9653;0.72;0.24;-9.68;-0.48;1.42;-0.63 
9679;0.72;0.21;-9.66;-0.41;1.46;-0.37 
9705;0.74;0.21;-9.69;-0.53;1.32;-0.55 
9732;0.70;0.21;-9.67;-0.63;1.35;-0.50 
9758;0.73;0.21;-9.70;-0.48;1.38;-0.47 
9784;0.72;0.26;-9.69;-0.66;1.37;-0.34 
9816;0.71;0.19;-9.71;-0.50;1.46;-0.53 
9842;0.72;0.23;-9.68;-0.67;1.32;-0.52 
9868;0.71;0.22;-9.71;-0.50;1.44;-0.53 
9893;0.75;0.21;-9.72;-0.54;1.37;-0.55 
9920;0.71;0.17;-9.69;-0.53;1.35;-0.30 
9946;0.76;0.22;-9.72;-0.60;1.40;-0.58 
9971;0.73;0.21;-9.68;-0.54;1.27;-0.41 
9998;0.75;0.19;-9.69;-0.56;1.43;-0.47 
10023;0.71;0.18;-9.71;-0.50;1.35;-0.46 
10050;0.78;0.23;-9.66;-0.60;1.44;-0.43 
10076;0.73;0.23;-9.67;-0.58;1.38;-0.53 
10102;0.74;0.21;-9.67;-0.56;1.43;-0.44 
10128;0.73;0.23;-9.73;-0.70;1.37;-0.40 
10161;0.74;0.22;-9.67;-0.52;1.37;-0.45 
10186;0.74;0.21;-9.68;-0.63;1.34;-0.55 
10213;0.74;0.21;-9.73;-0.51;1.37;-0.43 
10238;0.71;0.18;-9.71;-0.57;1.37;-0.38 
10265;0.68;0.21;-9.71;-0.53;1.34;-0.42 
10291;0.72;0.23;-9.73;-0.48;1.35;-0.54 
10317;0.73;0.21;-9.68;-0.56;1.34;-0.47 
10343;0.72;0.21;-9.71;-0.38;1.54;-0.58 
10370;0.74;0.24;-9.69;-0.56;1.38;-0.43 
10395;0.70;0.23;-9.72;-0.60;1.27;-0.54 
10422;0.73;0.21;-9.69;-0.65;1.20;-0.50 
10447;0.73;0.20;-9.66;-0.66;1.36;-0.56 
10474;0.73;0.20;-9.72;-0.67;1.21;-0.51 
10506;0.69;0.18;-9.71;-0.55;1.59;-0.55 
10531;0.74;0.18;-9.68;-0.53;1.43;-0.52 
10558;0.75;0.21;-9.74;-0.71;1.19;-0.37 
10584;0.74;0.18;-9.67;-0.64;1.44;-0.41 
10610;0.74;0.20;-9.70;-0.56;1.27;-0.47 
10636;0.71;0.23;-9.69;-0.53;1.15;-0.52 
10662;0.74;0.18;-9.67;-0.76;1.42;-0.45 
10688;0.74;0.18;-9.68;-0.70;1.34;-0.50 
10715;0.74;0.23;-9.68;-0.66;1.54;-0.43 
10740;0.73;0.18;-9.67;-0.68;1.43;-0.41 
10767;0.74;0.21;-9.70;-0.69;1.36;-0.50 
10792;0.69;0.21;-9.69;-0.48;1.34;-0.54 
10825;0.73;0.23;-9.70;-0.48;1.43;-0.42 
10851;0.73;0.22;-9.69;-0.66;1.34;-0.66 
10877;0.76;0.22;-9.68;-0.62;1.42;-0.36 
10904;0.75;0.19;-9.68;-0.64;1.35;-0.43 
10930;0.71;0.21;-9.70;-0.49;1.53;-0.53 
10956;0.70;0.22;-9.71;-0.55;1.44;-0.62 
10983;0.71;0.20;-9.69;-0.76;1.39;-0.50 
11009;0.70;0.23;-9.71;-0.43;1.46;-0.49 
11035;0.77;0.22;-9.67;-0.47;1.34;-0.53 
11061;0.69;0.22;-9.69;-0.65;1.50;-0.38 
11087;0.70;0.22;-9.70;-0.76;1.40;-0.50 
11114;0.76;0.22;-9.70;-0.53;1.39;-0.52 
11140;0.71;0.20;-9.67;-0.66;1.33;-0.40 
11172;0.75;0.22;-9.69;-0.51;1.36;-0.53 
11198;0.73;0.19;-9.68;-0.42;1.34;-0.50 
11225;0.77;0.24;-9.73;-0.60;1.27;-0.48 
11250;0.71;0.22;-9.73;-0.53;1.40;-0.50 
11277;0.74;0.18;-9.70;-0.57;1.30;-0.60 
11302;0.72;0.21;-9.70;-0.67;1.43;-0.41 
11329;0.74;0.17;-9.68;-0.71;1.51;-0.47 
11355;0.73;0.22;-9.68;-0.60;1.40;-0.46 
11381;0.72;0.21;-9.68;-0.50;1.39;-0.42 
11407;0.78;0.23;-9.69;-0.56;1.35;-0.48 
11432;0.73;0.22;-9.68;-0.37;1.27;-0.58 
11459;0.74;0.19;-9.70;-0.47;1.43;-0.55 
11491;0.70;0.22;-9.72;-0.60;1.27;-0.48 
11533;0.76;0.23;-9.73;-0.47;1.50;-0.43 
11559;0.70;0.20;-9.68;-0.66;1.34;-0.54 
11585;0.72;0.24;-9.69;-0.59;1.33;-0.47 
11612;0.72;0.21;-9.75;-0.56;1.43;-0.48 
11648;0.76;0.21;-9.70;-0.43;1.28;-0.47 
11673;0.77;0.20;-9.67;-0.63;1.33;-0.47 
11700;0.71;0.22;-9.72;-0.55;1.36;-0.54 
11726;0.70;0.21;-9.71;-0.66;1.33;-0.37 
11752;0.67;0.18;-9.68;-0.62;1.26;-0.50 
11779;0.71;0.19;-9.70;-0.64;1.38;-0.58 
11804;0.70;0.23;-9.69;-0.40;1.35;-0.54 
11831;0.74;0.21;-9.68;-0.67;1.33;-0.63 
11863;0.72;0.21;-9.69;-0.69;1.43;-0.47 
11889;0.72;0.21;-9.70;-0.40;1.47;-0.26 
11915;0.74;0.22;-9.69;-0.47;1.46;-0.54 
11941;0.73;0.19;-9.73;-0.55;1.20;-0.41 
11967;0.75;0.24;-9.67;-0.62;1.25;-0.53 
11994;0.72;0.18;-9.71;-0.43;1.34;-0.53 
12019;0.75;0.21;-9.73;-0.58;1.34;-0.50 
12046;0.71;0.20;-9.70;-0.53;1.33;-0.51 
12071;0.74;0.23;-9.67;-0.57;1.44;-0.47 
12098;0.75;0.20;-9.70;-0.58;1.29;-0.47 
12124;0.71;0.23;-9.72;-0.63;1.39;-0.52 
12150;0.72;0.19;-9.71;-0.63;1.49;-0.56 
12182;0.75;0.23;-9.72;-0.51;1.30;-0.40 
12209;0.74;0.19;-9.69;-0.66;1.50;-0.46 
12234;0.74;0.20;-9.69;-0.57;1.35;-0.43 
12261;0.71;0.22;-9.72;-0.72;1.28;-0.56 
12288;0.72;0.23;-9.70;-0.43;1.41;-0.48 
12313;0.74;0.23;-9.70;-0.47;1.36;-0.57 
12340;0.74;0.20;-9.71;-0.69;1.38;-0.48 
12366;0.73;0.23;-9.69;-0.60;1.17;-0.38 
12392;0.74;0.25;-9.70;-0.72;1.60;-0.40 
12419;0.71;0.23;-9.68;-0.68;1.32;-0.40 
12445;0.71;0.22;-9.74;-0.40;1.37;-0.43 
12471;0.73;0.20;-9.70;-0.62;1.35;-0.35 
12497;0.71;0.20;-9.72;-0.52;1.58;-0.52 
12522;0.75;0.22;-9.68;-0.58;1.41;-0.56 
12548;0.74;0.24;-9.70;-0.49;1.41;-0.56 
12574;0.74;0.21;-9.71;-0.62;1.46;-0.50 
12600;0.73;0.25;-9.73;-0.62;1.30;-0.35 
12626;0.76;0.21;-9.71;-0.49;1.34;-0.50 
12652;0.74;0.20;-9.74;-0.43;1.34;-0.60 
12679;0.75;0.24;-9.69;-0.47;1.56;-0.44 
12704;0.71;0.25;-9.65;-0.55;1.48;-0.54 
12731;0.73;0.21;-9.67;-0.53;1.43;-0.50 
12756;0.75;0.19;-9.70;-0.59;1.40;-0.40 
12783;0.72;0.20;-9.70;-0.40;1.29;-0.45 
12809;0.75;0.22;-9.69;-0.56;1.44;-0.50 
12840;0.78;0.20;-9.73;-0.69;1.29;-0.46 
12867;0.75;0.24;-9.72;-0.61;1.17;-0.28 
12893;0.72;0.21;-9.68;-0.54;1.43;-0.34 
12919;0.70;0.21;-9.70;-0.50;1.37;-0.57 
12945;0.73;0.27;-9.69;-0.53;1.38;-0.38 
12972;0.78;0.21;-9.66;-0.43;1.46;-0.38 
12997;0.78;0.22;-9.70;-0.50;1.34;-0.44 
13024;0.78;0.20;-9.72;-0.36;1.41;-0.47 
13049;0.92;0.20;-9.71;-0.56;1.37;-0.39 
13076;0.96;0.24;-9.69;-0.63;1.35;-0.53 
13102;1.06;0.19;-9.66;-0.40;1.34;-0.53 
13128;0.92;0.24;-9.71;-0.73;1.30;-0.43 
13160;0.99;0.28;-9.65;-0.62;1.38;-0.49 
13186;0.96;0.20;-9.70;-0.45;1.46;-0.46 
13212;1.04;0.23;-9.66;-0.53;1.25;-0.51 
13238;1.08;0.23;-9.77;-0.73;1.62;-0.44 
13264;1.07;0.23;-9.64;-0.60;1.54;-0.46 
13290;1.07;0.22;-9.62;-0.33;1.26;-0.56 
13317;0.98;0.26;-9.74;-0.36;1.42;-0.50 
13342;0.93;0.22;-9.79;-0.60;1.53;-0.37 
13369;0.96;0.12;-9.57;-0.43;1.36;-0.60 
13394;0.92;0.21;-9.87;-0.66;1.56;-0.53 
13421;1.01;0.24;-9.48;-0.53;1.51;-0.38 
13447;0.92;0.12;-9.91;-0.61;1.59;-0.42 
13473;0.88;0.17;-9.75;-0.56;1.51;-0.40 
13505;0.92;0.17;-9.86;-0.59;1.58;-0.57 
13532;1.12;0.23;-9.42;-0.38;1.26;-0.37 
13557;0.96;0.24;-9.93;-0.56;1.56;-0.50 
13584;1.09;0.30;-9.40;-0.39;1.17;-0.50 
13609;0.95;0.29;-9.92;-0.78;1.38;-0.18 
13636;0.79;0.26;-10.04;-0.86;1.44;-0.35 
13663;1.03;0.24;-9.51;-0.43;1.19;-0.38 
13688;0.98;0.16;-9.88;-0.32;1.64;-0.54 
13715;0.86;-0.03;-9.41;-0.95;1.14;-0.46 
13741;0.99;0.15;-10.00;-0.47;1.46;-0.36 
13767;0.96;0.24;-9.82;-0.53;1.74;-0.34 
13794;0.98;0.30;-9.37;-0.47;0.81;-0.43 
13826;0.95;0.22;-9.41;-0.63;1.37;-0.47 
13852;0.83;0.27;-9.58;-0.55;1.30;-0.29 
13878;0.85;0.17;-10.34;-1.11;1.88;-0.53 
13904;1.00;0.43;-9.68;-0.34;1.21;-0.31 
13930;1.07;0.30;-9.26;-0.46;1.10;-0.47 
13956;0.96;0.09;-9.84;-0.66;1.76;-0.54 
13982;1.01;0.26;-9.95;-0.59;0.87;-0.37 
14008;1.17;0.09;-9.34;-0.27;0.85;-0.29 
14034;1.06;0.22;-9.80;-0.02;0.93;-0.35 
14060;1.21;0.25;-9.13;0.24;0.72;-0.16 
14087;1.18;0.23;-9.33;0.03;0.73;-0.21 
14112;1.03;0.19;-10.65;-1.05;1.01;-0.72 
14138;1.02;0.29;-9.29;-0.95;1.24;-0.38 
14171;0.82;0.50;-10.28;-0.72;2.15;-0.27 
14196;1.12;0.08;-9.51;-0.40;0.89;-0.58 
14223;1.04;0.35;-9.15;0.49;1.17;-0.43 
14248;1.07;0.36;-10.12;-0.50;1.15;-0.36 
14275;1.00;0.03;-9.66;-0.82;0.37;-0.64 
14301;1.13;-0.07;-8.89;-0.36;0.88;-0.48 
14326;1.15;0.43;-8.67;0.20;0.96;-0.16 
14353;0.98;0.38;-9.07;-0.23;1.17;-0.19 
14379;1.25;0.60;-8.94;-0.02;0.91;-0.27 
14405;1.05;0.38;-9.35;-0.78;1.51;-0.43 
14431;1.19;0.29;-9.27;-0.42;0.98;-0.30 
14457;0.89;-0.10;-10.07;-0.50;1.49;-0.39 
14489;0.86;0.26;-9.89;-0.78;1.79;-0.45 
14515;0.87;-0.10;-9.89;-0.88;1.71;-0.56 
14541;1.08;0.11;-9.62;-0.79;1.02;-0.57 
14582;1.07;0.60;-9.58;-0.75;1.85;-0.47 
14609;0.80;-0.24;-10.11;0.14;0.95;-1.11 
14636;0.87;-0.83;-10.86;-0.58;1.73;-1.09 
14661;0.82;-0.01;-10.80;-0.23;1.37;0.35 
14688;0.66;0.40;-9.46;-0.13;1.80;-0.66 
14713;1.24;0.41;-8.59;0.53;-0.13;-0.62 
14740;1.01;1.47;-8.84;1.29;-1.02;0.27 
14766;0.88;0.51;-10.37;-0.45;1.53;-0.50 
14792;0.86;0.15;-10.06;-1.35;0.98;-0.53 
14818;0.78;0.28;-10.06;-0.30;1.54;-0.21 
14860;0.87;0.31;-8.74;-0.65;1.64;-0.24 
14886;1.17;0.65;-8.31;0.94;-0.50;-0.31 
14912;0.63;0.83;-10.13;-1.00;1.64;-0.30 
14939;0.92;0.46;-9.92;0.14;1.17;-0.49 
14965;0.85;0.13;-9.57;-0.53;1.55;-0.22 
14991;0.91;0.20;-9.26;-1.14;1.50;-0.89 
15017;0.83;0.28;-9.27;0.07;1.36;-0.40 
15044;0.91;0.05;-9.56;-1.19;0.76;-0.50 
15070;0.80;0.30;-9.81;-0.07;1.00;-0.46 
15096;0.84;0.19;-9.45;-0.40;1.56;-0.40 
15122;0.69;0.36;-10.43;-0.61;1.81;-0.32 
15149;0.81;0.11;-9.36;-0.08;0.63;-0.67 
15180;1.00;0.82;-9.09;-0.73;1.21;-0.94 
15207;0.73;-0.48;-10.42;-0.51;1.11;-0.98 
15233;1.35;0.70;-8.87;0.17;0.20;-0.06 
15258;1.05;0.03;-8.68;-0.34;1.14;-0.72 
15285;0.87;0.22;-9.21;-0.21;1.55;-0.40 
15310;0.52;-0.49;-10.98;-0.36;2.56;-0.76 
15337;0.83;-0.32;-9.66;-0.49;0.42;-0.51 
15363;0.85;0.48;-8.79;-0.25;0.62;-0.20 
15388;0.84;0.95;-9.50;-0.76;2.56;-0.15 
15415;0.67;0.53;-10.69;-0.85;2.28;-0.53 
15441;0.79;0.33;-10.51;-1.26;1.61;-0.65 
15467;0.67;0.33;-10.59;-1.11;1.72;-0.65 
15499;0.95;0.36;-10.32;-0.75;1.12;-0.56 
15525;0.88;0.22;-10.75;-1.27;1.23;-0.60 
15551;0.92;0.23;-10.48;-1.29;1.38;-0.57 
15578;0.81;-0.31;-10.51;-0.98;1.49;-0.48 
15603;0.60;0.14;-10.89;-0.92;1.92;-0.63 
15630;0.58;-0.03;-10.49;-0.42;1.66;-0.41 
15655;0.80;-0.19;-10.13;-0.11;0.56;-0.48 
15682;0.56;-0.32;-10.33;0.11;0.61;-0.58 
15708;0.65;-0.22;-9.49;0.14;0.57;-0.75 
15734;0.68;-0.13;-9.14;0.31;0.68;-0.58 
15760;0.69;-0.13;-8.81;0.52;0.62;-0.42 
15787;0.69;-0.16;-8.90;0.47;0.52;-0.47 
15812;0.99;-0.36;-8.01;-0.30;-0.01;-0.60 
15844;0.94;0.93;-8.06;-0.57;0.51;-0.12 
15869;0.80;0.84;-7.87;-0.78;0.14;-0.19 
15896;0.89;1.20;-7.92;-1.34;0.56;0.07 
15922;0.34;0.42;-9.69;-2.43;2.89;-0.68 
15948;0.40;0.67;-9.07;-1.75;2.04;-0.26 
15974;0.69;0.26;-8.71;-1.17;1.40;-0.47 
16001;0.48;-0.19;-9.37;-0.83;1.74;-0.55 
16026;0.65;-0.01;-8.48;-0.63;1.68;-0.34 
16053;0.92;-0.40;-9.13;-0.68;1.18;-0.76 
16078;0.97;-0.65;-8.36;-0.73;2.05;-0.63 
16105;0.24;-0.42;-10.14;-0.09;2.61;-0.31 
16131;0.60;0.92;-9.70;0.02;2.00;-0.24 
16162;0.88;0.77;-9.70;-0.63;0.96;-0.47 
16189;0.97;-0.07;-9.34;-0.54;0.92;-0.69 
16216;0.87;0.58;-9.50;-0.67;1.60;-0.23 
16242;0.61;0.30;-9.72;-1.06;1.50;-0.37 
16268;0.70;-0.09;-9.85;-0.99;2.37;-0.69 
16294;0.75;-0.17;-9.61;-0.43;1.05;-0.62 
16321;0.86;0.50;-9.90;0.09;1.57;0.11 
16348;0.86;0.81;-9.41;-0.94;1.46;-0.04 
16374;0.87;0.52;-9.34;-0.71;1.32;-0.40 
16400;0.80;0.39;-9.42;-0.52;1.11;-0.32 
16427;0.86;0.35;-9.14;-0.64;1.18;-0.76 
16453;0.68;-0.19;-9.25;-0.72;1.79;-0.47 
16486;0.94;0.62;-9.50;0.22;1.18;-0.48 
16512;0.86;0.52;-9.46;0.29;1.65;-0.40 
16538;1.26;0.37;-8.66;-0.24;1.65;-0.27 
16564;1.04;0.03;-8.57;-0.39;1.24;-0.38 
16590;1.09;0.11;-8.59;-0.39;0.92;-0.54 
16616;1.08;0.25;-9.08;0.00;0.88;-0.43 
16643;1.12;-0.04;-9.94;-0.26;0.85;-0.45 
16669;0.95;0.29;-9.42;-1.91;2.60;-0.59 
16695;0.77;0.87;-9.80;-0.06;2.08;-0.20 
16721;0.81;-0.17;-10.03;-0.80;1.28;-0.97 
16747;1.06;0.24;-9.29;0.02;1.15;-0.37 
16774;0.85;0.09;-9.28;-0.72;1.17;-0.46 
16800;1.02;0.27;-9.50;-1.41;0.93;-0.56 
16832;0.79;-0.18;-9.35;-0.08;1.50;-0.79 
16859;0.63;0.13;-9.78;-0.63;1.16;-0.44 
16884;0.51;0.21;-10.01;-0.85;1.43;-0.48 
16911;0.39;0.68;-11.06;-0.66;1.37;-0.43 
16937;0.57;0.08;-9.32;-0.79;1.56;-0.48 
16963;0.74;-0.11;-10.81;-1.19;2.29;-1.06 
16990;0.81;0.38;-8.91;-0.71;1.48;-0.57 
17016;0.69;0.69;-9.40;0.21;0.95;0.12 
17042;0.66;-0.21;-10.60;-0.43;1.49;-0.65 
17069;0.71;-0.33;-10.32;-0.94;2.47;-0.60 
17095;0.46;0.18;-9.60;-1.11;1.36;-0.27 
17122;0.86;0.48;-9.46;-0.76;0.60;-0.44 
17154;0.49;0.70;-9.87;-1.05;2.04;-0.61 
17179;0.55;0.90;-9.50;0.57;0.69;0.10 
17206;0.34;-0.19;-10.05;-0.20;1.31;-0.09 
17231;0.40;-0.83;-10.41;-0.68;1.79;-0.57 
17258;0.35;-0.47;-10.37;-1.55;3.09;-0.88 
17285;0.31;-0.28;-10.51;-1.18;3.20;-0.63 
17311;0.49;0.52;-9.52;-1.08;2.70;-0.60 
17338;0.12;-0.06;-10.92;-1.13;3.42;-0.57 
17363;0.21;-0.31;-11.21;-1.72;2.08;-0.79 
17390;0.31;-0.02;-10.76;-0.60;1.11;-0.63 
17417;0.40;0.47;-8.68;-0.68;1.56;-0.37 
17442;0.41;0.37;-9.89;-0.21;1.60;0.01 
17475;0.34;0.05;-8.91;-0.24;0.34;-0.89 
17501;0.29;0.30;-9.80;-0.52;2.37;0.17 
17527;0.47;-0.52;-9.49;-0.85;1.05;-1.06 
17554;0.14;0.13;-10.84;-1.89;2.00;-0.37 
17581;0.23;0.13;-11.06;-0.26;1.46;0.13 
17623;0.28;0.13;-10.24;-0.72;1.48;-0.68 
17649;0.19;0.04;-9.59;0.08;0.53;-0.06 
17676;0.37;0.28;-9.65;-0.49;0.72;-0.53 
17702;0.35;-0.14;-9.36;-0.69;0.90;-0.57 
17729;0.29;0.02;-10.37;-0.85;1.30;-0.35 
17755;0.38;0.52;-9.27;0.20;1.90;-0.40 
17781;0.35;0.18;-10.27;0.50;0.91;-0.14 
17808;0.19;-0.05;-9.92;-0.39;1.33;-0.61 
17840;0.21;-0.35;-9.66;-0.95;1.63;-0.72 
17866;0.26;0.00;-10.10;-0.36;1.09;-0.39 
17893;0.43;-0.12;-9.36;-0.11;1.66;-0.48 
17918;0.50;0.53;-9.53;-0.56;0.74;-0.53 
17945;0.40;0.86;-10.01;-0.59;1.61;-0.11 
17971;0.42;0.23;-9.01;-0.17;1.26;-0.36 
17997;0.48;0.34;-9.05;-0.03;1.42;-0.41 
18024;0.40;0.47;-9.05;-0.11;2.00;-0.21 
18050;0.33;0.52;-9.85;-0.70;1.95;-0.30 
18085;0.22;0.00;-9.93;-0.92;1.72;-0.78 
18112;0.37;0.12;-9.81;-0.98;1.91;-0.45 
18139;0.56;0.15;-9.34;-0.66;1.56;-0.65 
18170;0.30;0.61;-9.88;-0.38;2.11;-0.38 
18197;0.40;0.36;-9.73;-0.68;1.15;-0.34 
18224;0.45;0.14;-9.55;-0.51;1.26;-0.44 
18249;0.28;0.24;-9.90;-0.55;1.64;-0.79 
18276;0.43;0.32;-9.50;-0.55;0.95;-0.39 
18301;0.35;0.32;-9.53;-0.48;1.33;-0.54 
18328;0.47;-0.04;-9.79;-0.69;1.25;-0.60 
18355;0.35;0.18;-9.87;-0.47;1.14;-0.23 
18380;0.54;0.14;-9.60;-0.37;1.12;-0.43 
18407;0.31;0.35;-9.78;-0.58;1.56;-0.46 
18433;0.33;0.24;-9.90;-0.88;1.63;-0.69 
18459;0.68;0.22;-9.51;-0.38;1.23;-0.50 
18486;0.38;0.05;-9.78;-0.53;1.22;-0.48 
18518;0.39;0.23;-9.59;-0.64;1.40;-0.44 
18543;0.36;0.26;-9.72;-0.37;1.37;-0.55 
18570;0.43;0.15;-9.73;-0.75;1.33;-0.61 
18595;0.39;0.21;-9.70;-0.53;1.38;-0.33 
18622;0.38;0.33;-9.63;-0.70;1.27;-0.46 
18649;0.37;0.23;-9.66;-0.47;1.47;-0.57 
18674;0.45;0.23;-9.73;-0.68;1.45;-0.39 
18701;0.49;0.20;-9.75;-0.54;1.48;-0.60 
18726;0.75;0.20;-9.69;-0.56;1.17;-0.40 
18753;0.71;0.26;-9.70;-0.50;1.27;-0.50 
18780;0.70;0.21;-9.72;-0.57;1.40;-0.47 
18805;0.73;0.21;-9.70;-0.52;1.33;-0.43 
18838;0.72;0.21;-9.72;-0.61;1.47;-0.50 
18864;0.75;0.20;-9.66;-0.44;1.48;-0.50 
18890;0.68;0.23;-9.65;-0.67;1.22;-0.52 
18917;0.73;0.21;-9.68;-0.67;1.29;-0.50 
18942;0.74;0.22;-9.76;-0.63;1.43;-0.31 
18969;0.71;0.21;-9.61;-0.74;1.38;-0.51 
18996;0.72;0.21;-9.69;-0.57;1.33;-0.53 
19022;0.77;0.25;-9.70;-0.50;1.50;-0.37 
19048;0.71;0.21;-9.73;-0.53;1.28;-0.36 
19075;0.73;0.24;-9.67;-0.72;1.40;-0.47 
19101;0.75;0.19;-9.73;-0.44;1.40;-0.48 
19127;0.76;0.24;-9.70;-0.46;1.35;-0.43 
19153;0.70;0.22;-9.71;-0.49;1.30;-0.57 
19186;0.73;0.24;-9.73;-0.53;1.30;-0.60 
19212;0.75;0.22;-9.71;-0.62;1.59;-0.46 
19238;0.74;0.20;-9.71;-0.50;1.55;-0.53 
19265;0.73;0.16;-9.65;-0.65;1.31;-0.51 
19291;0.69;0.18;-9.72;-0.52;1.34;-0.49 
19317;0.71;0.21;-9.67;-0.56;1.44;-0.40 
19343;0.75;0.25;-9.66;-0.61;1.37;-0.47 
19369;0.69;0.22;-9.71;-0.69;1.43;-0.50 
19395;0.76;0.26;-9.70;-0.51;1.53;-0.27 
19422;0.74;0.20;-9.69;-0.63;1.29;-0.60 
19447;0.72;0.21;-9.72;-0.49;1.30;-0.35 
19474;0.71;0.19;-9.73;-0.66;1.40;-0.53 
19506;0.73;0.23;-9.72;-0.42;1.38;-0.43 
19532;0.70;0.24;-9.67;-0.43;1.53;-0.44 
19558;0.66;0.26;-9.69;-0.69;1.38;-0.44 
19585;0.73;0.22;-9.68;-0.52;1.36;-0.43 
19610;0.74;0.21;-9.72;-0.63;1.40;-0.53 
19637;0.72;0.25;-9.72;-0.70;1.34;-0.53 
19662;0.74;0.23;-9.70;-0.48;1.37;-0.38 
19689;0.75;0.20;-9.72;-0.63;1.35;-0.42 
19716;0.70;0.18;-9.72;-0.65;1.36;-0.50 
19741;0.74;0.23;-9.68;-0.53;1.35;-0.46 
19768;0.69;0.22;-9.65;-0.43;1.46;-0.42 
19793;0.71;0.20;-9.69;-0.56;1.39;-0.52 
19820;0.73;0.21;-9.72;-0.66;1.34;-0.33 
19852;0.74;0.21;-9.72;-0.72;1.43;-0.47 
19878;0.74;0.22;-9.72;-0.50;1.43;-0.61 
19904;0.74;0.20;-9.71;-0.60;1.37;-0.40 
19931;0.74;0.18;-9.71;-0.54;1.29;-0.40 
19956;0.74;0.24;-9.69;-0.64;1.40;-0.46 
19983;0.72;0.24;-9.70;-0.56;1.31;-0.43 
20008;0.73;0.21;-9.71;-0.49;1.46;-0.49 
20035;0.73;0.22;-9.71;-0.46;1.40;-0.43 
20061;0.74;0.23;-9.69;-0.48;1.38;-0.47 
20087;0.72;0.20;-9.67;-0.50;1.55;-0.30 
20113;0.72;0.24;-9.74;-0.56;1.31;-0.43 
20140;0.69;0.15;-9.72;-0.58;1.31;-0.52 
20171;0.72;0.21;-9.69;-0.52;1.34;-0.41 
20198;0.76;0.21;-9.72;-0.52;1.31;-0.42 
20225;0.74;0.22;-9.69;-0.61;1.45;-0.53 
